Iteration	Posterior	Likelihood	Prior	h	lambda[1]	lambda[2]	lambda[3]	lambda[4]	lambda[5]	lambda[6]	lambda[7]	lambda[8]	lambda[9]	lambda[10]	lambda[11]	lambda[12]	lambda_hid[1]	lambda_hid[2]	lambda_hid_unorm[1]	lambda_hid_unorm[2]	lambda_obs[1]	lambda_obs[2]	lambda_obs[3]	lambda_obs[4]	lambda_obs[5]	lambda_obs[6]	q_hid[1]	q_hid[2]	q_obs[1]	q_obs[2]	q_obs[3]	q_obs[4]	q_obs[5]	q_obs[6]	q_obs[7]	q_obs[8]	q_obs[9]	q_obs[10]	q_obs[11]	q_obs[12]	q_obs[13]	q_obs[14]	q_obs[15]	q_obs[16]	q_obs[17]	q_obs[18]	q_obs[19]	q_obs[20]	q_obs[21]	q_obs[22]	q_obs[23]	q_obs[24]	q_obs[25]	q_obs[26]	q_obs[27]	q_obs[28]	q_obs[29]	q_obs[30]	sig0
235	-1193.941	-1179.302	-14.63832	2.11948	0.0131576	0.0145704	0.0181432	0.0137388	0.00630143	0.0171216	2.71255	3.0038	3.74035	2.83236	1.29909	3.52975	0.00965449	1.99035	0.0696467	14.3582	1.36285	1.50919	1.87925	1.42305	0.652694	1.77344	2.11948	2.11948	0.000318214	0.0616879	0.015687	0.112411	0.0196727	0.000318214	0.108026	0.0861488	0.115538	0.0201379	0.0616879	0.108026	0.304321	0.0668301	0.0642507	0.015687	0.0861488	0.304321	0.0936238	0.0157107	0.112411	0.115538	0.0668301	0.0936238	0.0471799	0.0196727	0.0201379	0.0642507	0.0157107	0.0471799	3.950127
236	-1189.037	-1173.174	-15.86207	2.11948	0.00193122	0.00461435	0.00563861	0.00457915	0.00201081	0.00396471	1.33548	3.19093	3.89923	3.16659	1.39052	2.74169	0.00288799	1.99711	0.0380274	26.2968	0.668708	1.59777	1.95243	1.58558	0.696266	1.37283	2.11948	2.11948	0.000375294	0.0551143	0.0167138	0.0784855	0.0247856	0.000375294	0.135851	0.0861488	0.115538	0.028687	0.0551143	0.135851	0.298964	0.0984079	0.0671737	0.0167138	0.0861488	0.298964	0.10927	0.012433	0.0784855	0.115538	0.0984079	0.10927	0.0482575	0.0247856	0.028687	0.0671737	0.012433	0.0482575	4.847291
237	-1190.67	-1175.241	-15.42971	2.105087	0.00660717	0.0102098	0.0124859	0.0103226	0.00443865	0.00877931	2.05973	3.18282	3.89238	3.21799	1.38371	2.73688	0.00639506	1.9936	0.0566373	17.6562	1.03317	1.59652	1.95243	1.61416	0.694074	1.37283	2.10509	2.10509	0.000406891	0.0602585	0.017841	0.0811966	0.0247694	0.000406891	0.136891	0.0861488	0.12624	0.0331955	0.0602585	0.136891	0.307552	0.0913255	0.0671737	0.017841	0.0861488	0.307552	0.112738	0.0114347	0.0811966	0.12624	0.0913255	0.112738	0.0466895	0.0247694	0.0331955	0.0671737	0.0114347	0.0466895	4.25668
238	-1187.596	-1169.084	-18.51193	2.427431	0.00270291	0.00392481	0.00479978	0.00396818	0.00165292	0.00218471	2.19626	3.18911	3.90007	3.22435	1.34308	1.77518	0.00245836	1.99754	0.0350812	28.5053	1.09948	1.59652	1.95243	1.61416	0.672367	0.888685	2.42743	2.42743	0.000419761	0.0602585	0.0213273	0.0826588	0.0382716	0.000419761	0.107518	0.101407	0.103503	0.0269524	0.0602585	0.107518	0.284856	0.0809901	0.0672583	0.0213273	0.101407	0.284856	0.0981	0.0157512	0.0826588	0.103503	0.0809901	0.0981	0.0451589	0.0382716	0.0269524	0.0672583	0.0157512	0.0451589	4.96685
239	-1189.718	-1170.361	-19.35742	2.514801	0.00226219	0.00392481	0.00479978	0.00414581	0.00162286	0.00218471	1.83815	3.18911	3.90007	3.36868	1.31866	1.77518	0.00245836	1.99754	0.0350812	28.5053	0.920205	1.59652	1.95243	1.68641	0.660139	0.888685	2.5148	2.5148	0.000420914	0.060306	0.0253355	0.0630347	0.034537	0.000420914	0.116909	0.0899014	0.111314	0.0266675	0.060306	0.116909	0.299258	0.0783931	0.074051	0.0253355	0.0899014	0.299258	0.121678	0.0157823	0.0630347	0.111314	0.0783931	0.121678	0.0400376	0.034537	0.0266675	0.074051	0.0157823	0.0400376	4.96685
240	-1190.215	-1173.239	-16.976	2.316111	0.00276616	0.0050697	0.00619207	0.00461622	0.0022579	0.00281843	1.74164	3.192	3.89867	2.90648	1.42163	1.77455	0.00317146	1.99683	0.0398528	25.0923	0.872202	1.59854	1.95243	1.45555	0.711944	0.888685	2.31611	2.31611	0.000420914	0.0505237	0.024643	0.0646299	0.0334496	0.000420914	0.11621	0.0899014	0.118083	0.0303453	0.0505237	0.11621	0.282875	0.0848274	0.0784148	0.024643	0.0899014	0.282875	0.117554	0.0149206	0.0646299	0.118083	0.0848274	0.117554	0.0349371	0.0334496	0.0303453	0.0784148	0.0149206	0.0349371	4.777777
241	-1192.044	-1173.417	-18.62723	2.495055	0.00272244	0.0050697	0.00619207	0.00544564	0.0022579	0.00262497	1.71411	3.192	3.89867	3.42871	1.42163	1.65274	0.00317146	1.99683	0.0398528	25.0923	0.858419	1.59854	1.95243	1.71708	0.711944	0.827683	2.49505	2.49505	0.000315143	0.0535563	0.0302037	0.0601967	0.0509384	0.000315143	0.11621	0.0911409	0.103045	0.028453	0.0535563	0.11621	0.282875	0.0911132	0.0828166	0.0302037	0.0911409	0.282875	0.0990101	0.0156896	0.0601967	0.103045	0.0911132	0.0990101	0.0314921	0.0509384	0.028453	0.0828166	0.0156896	0.0314921	4.777777
242	-1189.759	-1174.557	-15.20206	2.076763	0.00314031	0.0050697	0.00619207	0.00512571	0.00302079	0.00347107	1.97721	3.192	3.89867	3.22727	1.90196	2.18547	0.00317146	1.99683	0.0398528	25.0923	0.990176	1.59854	1.95243	1.6162	0.952491	1.09447	2.07676	2.07676	0.000571851	0.0519109	0.028228	0.0472993	0.0660868	0.000571851	0.11621	0.103597	0.112874	0.0173967	0.0519109	0.11621	0.282875	0.0672398	0.0627983	0.028228	0.103597	0.282875	0.094262	0.0183513	0.0472993	0.112874	0.0672398	0.094262	0.0338887	0.0660868	0.0173967	0.0627983	0.0183513	0.0338887	4.777777
243	-1182.89	-1166.272	-16.61877	2.253505	0.00267086	0.0050697	0.00619207	0.00512571	0.00214099	0.00400814	1.68164	3.192	3.89867	3.22727	1.34802	2.52362	0.00317146	1.99683	0.0398528	25.0923	0.842155	1.59854	1.95243	1.6162	0.675079	1.26381	2.25351	2.25351	0.000500338	0.0636534	0.023818	0.0472993	0.0674489	0.000500338	0.128554	0.0967647	0.0949527	0.0121381	0.0636534	0.128554	0.326112	0.0770975	0.0575728	0.023818	0.0967647	0.326112	0.0895325	0.0208639	0.0472993	0.0949527	0.0770975	0.0895325	0.0176231	0.0674489	0.0121381	0.0575728	0.0208639	0.0176231	4.777777
244	-1183.591	-1166.626	-16.96556	2.253505	0.00267086	0.0050697	0.00619207	0.00512571	0.00204534	0.00400814	1.68164	3.192	3.89867	3.22727	1.2878	2.52362	0.00317146	1.99683	0.0398528	25.0923	0.842155	1.59854	1.95243	1.6162	0.644921	1.26381	2.25351	2.25351	0.000744592	0.0794502	0.0170617	0.0636781	0.0646967	0.000744592	0.097714	0.102076	0.100241	0.0124897	0.0794502	0.097714	0.326112	0.10038	0.0609825	0.0170617	0.102076	0.326112	0.0981065	0.0212958	0.0636781	0.100241	0.10038	0.0981065	0.0223831	0.0646967	0.0124897	0.0609825	0.0212958	0.0223831	4.777777
245	-1186.371	-1169.551	-16.82032	2.253505	0.00543004	0.0106536	0.0130121	0.0107713	0.00576229	0.0101707	1.62409	3.18642	3.89185	3.22162	1.72347	3.04199	0.00666458	1.99334	0.0578224	17.2943	0.81476	1.59854	1.95243	1.6162	0.864614	1.52608	2.25351	2.25351	0.000984098	0.0616292	0.018432	0.0698833	0.0807605	0.000984098	0.103365	0.106334	0.12317	0.0188722	0.0616292	0.103365	0.29492	0.10599	0.0741712	0.018432	0.106334	0.29492	0.0981065	0.0211215	0.0698833	0.12317	0.10599	0.0981065	0.0274888	0.0807605	0.0188722	0.0741712	0.0211215	0.0274888	4.225978
246	-1182.909	-1167.864	-15.04502	2.183121	0.00602636	0.0126669	0.0154712	0.0128068	0.00585263	0.0074451	1.51501	3.1844	3.88939	3.21959	1.47133	1.87167	0.00792404	1.99208	0.0630696	15.8555	0.760516	1.59854	1.95243	1.6162	0.738591	0.939559	2.18312	2.18312	0.000672819	0.0709543	0.012443	0.0698833	0.0698139	0.000672819	0.121338	0.100248	0.129148	0.0176734	0.0709543	0.121338	0.29492	0.0982602	0.0641712	0.012443	0.100248	0.29492	0.0919621	0.0198421	0.0698833	0.129148	0.0982602	0.0919621	0.0206117	0.0698139	0.0176734	0.0641712	0.0198421	0.0206117	4.097194
247	-1181.848	-1164.794	-17.05354	2.320122	0.0024994	0.00523835	0.00639805	0.0054236	0.002303	0.00315695	1.52293	3.19183	3.89847	3.30471	1.40327	1.92359	0.00327697	1.99672	0.0405114	24.6844	0.762717	1.59854	1.95243	1.65507	0.702785	0.963375	2.32012	2.32012	0.000783737	0.0634009	0.0107658	0.0537358	0.0577916	0.000783737	0.108915	0.100248	0.120804	0.0156241	0.0634009	0.108915	0.29492	0.0977817	0.0641712	0.0107658	0.100248	0.29492	0.108582	0.0262237	0.0537358	0.120804	0.0977817	0.108582	0.0202524	0.0577916	0.0156241	0.0641712	0.0262237	0.0202524	4.753478
248	-1181.173	-1164.069	-17.10363	2.320122	0.00246023	0.00424505	0.00518485	0.00408711	0.00186631	0.00261942	1.85041	3.19283	3.89968	3.07404	1.4037	1.97015	0.00265558	1.99734	0.0364631	27.425	0.926436	1.59854	1.95243	1.53906	0.702785	0.986383	2.32012	2.32012	0.000783737	0.0723093	0.00908384	0.0560154	0.0434752	0.000783737	0.120696	0.0797538	0.141201	0.0116427	0.0723093	0.120696	0.277294	0.0839617	0.0672644	0.00908384	0.0797538	0.277294	0.102496	0.0217126	0.0560154	0.141201	0.0839617	0.102496	0.0164441	0.0434752	0.0116427	0.0672644	0.0217126	0.0164441	4.90957
249	-1182.489	-1165.743	-16.74582	2.320122	0.0022214	0.00424505	0.00538397	0.00408235	0.00140219	0.00243093	1.67078	3.19283	4.04945	3.07046	1.05463	1.82838	0.00265558	1.99734	0.0364631	27.425	0.836503	1.59854	2.02741	1.53727	0.528015	0.915404	2.32012	2.32012	0.000783737	0.0619637	0.0106	0.0513848	0.0493717	0.000783737	0.121805	0.0936628	0.129344	0.0101908	0.0619637	0.121805	0.295331	0.0898265	0.0730217	0.0106	0.0936628	0.295331	0.0836812	0.0248709	0.0513848	0.129344	0.0898265	0.0836812	0.0158724	0.0493717	0.0101908	0.0730217	0.0248709	0.0158724	4.90957
250	-1182.059	-1164.306	-17.7527	2.302941	0.00273935	0.00424505	0.00538397	0.00408235	0.00172491	0.00276521	2.06035	3.19283	4.04945	3.07046	1.29736	2.0798	0.00265558	1.99734	0.0364631	27.425	1.03154	1.59854	2.02741	1.53727	0.649541	1.04128	2.30294	2.30294	0.00066123	0.0706045	0.00904039	0.0382583	0.0621547	0.00066123	0.121805	0.0936628	0.132881	0.00562817	0.0706045	0.121805	0.331193	0.0955119	0.0724841	0.00904039	0.0936628	0.331193	0.0999745	0.0273614	0.0382583	0.132881	0.0955119	0.0999745	0.0187756	0.0621547	0.00562817	0.0724841	0.0273614	0.0187756	4.90957
251	-1182.466	-1164.011	-18.45464	2.448718	0.00309055	0.00520663	0.00681615	0.00516828	0.00201044	0.0055616	1.83543	3.09214	4.04801	3.06937	1.19397	3.30295	0.00336199	1.99664	0.0410344	24.3698	0.919261	1.54868	2.02741	1.53727	0.597992	1.65426	2.44872	2.44872	0.00054691	0.0706045	0.00827901	0.0325114	0.0637203	0.00054691	0.121805	0.101925	0.11225	0.00544907	0.0706045	0.121805	0.316544	0.0927094	0.0603661	0.00827901	0.101925	0.316544	0.091787	0.0280366	0.0325114	0.11225	0.0927094	0.091787	0.0124831	0.0637203	0.00544907	0.0603661	0.0280366	0.0124831	4.734458
