Iteration	Posterior	Likelihood	Prior	h	lambda[1]	lambda[2]	lambda[3]	lambda[4]	lambda[5]	lambda[6]	lambda[7]	lambda[8]	lambda[9]	lambda[10]	lambda[11]	lambda[12]	lambda_hid[1]	lambda_hid[2]	lambda_hid_unorm[1]	lambda_hid_unorm[2]	lambda_obs[1]	lambda_obs[2]	lambda_obs[3]	lambda_obs[4]	lambda_obs[5]	lambda_obs[6]	q_hid[1]	q_hid[2]	q_obs[1]	q_obs[2]	q_obs[3]	q_obs[4]	q_obs[5]	q_obs[6]	q_obs[7]	q_obs[8]	q_obs[9]	q_obs[10]	q_obs[11]	q_obs[12]	q_obs[13]	q_obs[14]	q_obs[15]	q_obs[16]	q_obs[17]	q_obs[18]	q_obs[19]	q_obs[20]	q_obs[21]	q_obs[22]	q_obs[23]	q_obs[24]	q_obs[25]	q_obs[26]	q_obs[27]	q_obs[28]	q_obs[29]	q_obs[30]	sig0
112	-1183.451	-1167.13	-16.32183	2.145362	0.00116407	0.00186329	0.00246245	0.00190031	0.000661027	0.00162368	1.89139	3.02748	4.001	3.08763	1.07404	2.63817	0.00123016	1.99877	0.0248084	40.3089	0.946275	1.51467	2.00173	1.54476	0.537351	1.3199	2.14536	2.14536	0.00358569	0.0760737	0.00899008	0.0219334	0.0530552	0.00358569	0.116826	0.097291	0.0832292	0.0132577	0.0760737	0.116826	0.292789	0.0767927	0.0771449	0.00899008	0.097291	0.292789	0.0881969	0.0297807	0.0219334	0.0832292	0.0767927	0.0881969	0.0440454	0.0530552	0.0132577	0.0771449	0.0297807	0.0440454	5.480546
113	-1186.784	-1170.377	-16.40683	2.145362	0.000944027	0.00186329	0.00246245	0.00190167	0.000607331	0.00113046	1.53386	3.02748	4.001	3.08984	0.986795	1.83678	0.00123016	1.99877	0.0248084	40.3089	0.767402	1.51467	2.00173	1.54587	0.493701	0.918954	2.14536	2.14536	0.00410771	0.0750319	0.0129867	0.037019	0.0660186	0.00410771	0.10198	0.110001	0.0906066	0.013656	0.0750319	0.10198	0.326992	0.0826057	0.0709031	0.0129867	0.110001	0.326992	0.0978358	0.0320654	0.037019	0.0906066	0.0826057	0.0978358	0.0432278	0.0660186	0.013656	0.0709031	0.0320654	0.0432278	5.480546
114	-1185.895	-1167.268	-18.62784	2.382865	0.00102263	0.00186329	0.00246245	0.00190167	0.000800354	0.00113046	1.66157	3.02748	4.001	3.08984	1.30042	1.83678	0.00123016	1.99877	0.0248084	40.3089	0.831296	1.51467	2.00173	1.54587	0.650611	0.918954	2.38287	2.38287	0.00355824	0.0827113	0.010135	0.0245724	0.0543933	0.00355824	0.0947572	0.103767	0.0893917	0.013656	0.0827113	0.0947572	0.308933	0.0713259	0.0683262	0.010135	0.103767	0.308933	0.113733	0.0319797	0.0245724	0.0893917	0.0713259	0.113733	0.0629084	0.0543933	0.013656	0.0683262	0.0319797	0.0629084	5.480546
115	-1184.218	-1168.451	-15.76668	2.382865	0.0104325	0.0185222	0.0244782	0.0189037	0.00795602	0.0112375	1.69583	3.01083	3.97898	3.07284	1.29327	1.82667	0.0122285	1.98777	0.0784339	12.7496	0.853131	1.51467	2.00173	1.54587	0.650611	0.918954	2.38287	2.38287	0.00319681	0.0703294	0.00778091	0.0315929	0.04354	0.00319681	0.112698	0.110527	0.0875786	0.0174897	0.0703294	0.112698	0.305645	0.0715403	0.0683606	0.00778091	0.110527	0.305645	0.129255	0.0232148	0.0315929	0.0875786	0.0715403	0.129255	0.051999	0.04354	0.0174897	0.0683606	0.0232148	0.051999	3.773962
116	-1189.329	-1177.658	-11.67025	2.023161	0.00754239	0.0185382	0.0237805	0.0189037	0.0069897	0.00920981	1.22603	3.01341	3.86557	3.07284	1.13619	1.49707	0.0122285	1.98777	0.0784339	12.7496	0.616786	1.51598	1.94468	1.54587	0.57159	0.753141	2.02316	2.02316	0.00307523	0.077951	0.00778091	0.0341944	0.0356235	0.00307523	0.111269	0.126438	0.0746892	0.0184555	0.077951	0.111269	0.305645	0.0755751	0.0644331	0.00778091	0.126438	0.305645	0.122542	0.0191571	0.0341944	0.0746892	0.0755751	0.122542	0.0392474	0.0356235	0.0184555	0.0644331	0.0191571	0.0392474	3.773962
117	-1186.335	-1170.371	-15.96347	2.219461	0.00263278	0.00685763	0.00830093	0.00659861	0.00386161	0.00472681	1.23094	3.20625	3.88105	3.08514	1.80548	2.20999	0.00426854	1.99573	0.0462475	21.6228	0.616786	1.60655	1.94468	1.54587	0.904668	1.10736	2.21946	2.21946	0.00154457	0.0792112	0.008771	0.0212626	0.0363613	0.00154457	0.121346	0.105158	0.0862253	0.015164	0.0792112	0.121346	0.301897	0.104365	0.0704778	0.008771	0.105158	0.301897	0.132214	0.0271967	0.0212626	0.0862253	0.104365	0.132214	0.0371388	0.0363613	0.015164	0.0704778	0.0271967	0.0371388	4.557144
118	-1184.429	-1168.152	-16.27661	2.219461	0.00313332	0.00523408	0.00633568	0.00503639	0.00204883	0.00473537	1.92035	3.20787	3.88302	3.08671	1.25569	2.90222	0.00325796	1.99674	0.0403935	24.7564	0.961743	1.60655	1.94468	1.54587	0.62887	1.45348	2.21946	2.21946	0.00100979	0.0832787	0.00884873	0.0185966	0.0245978	0.00100979	0.121346	0.0932768	0.0920946	0.0225576	0.0832787	0.121346	0.315044	0.109954	0.0632397	0.00884873	0.0932768	0.315044	0.0923189	0.0304056	0.0185966	0.0920946	0.109954	0.0923189	0.0297221	0.0245978	0.0225576	0.0632397	0.0304056	0.0297221	4.757797
119	-1188.17	-1172.843	-15.32724	2.32224	0.00841116	0.0172448	0.0208742	0.0166887	0.00819407	0.0156016	1.55879	3.19586	3.86848	3.09281	1.51855	2.89135	0.010734	1.98927	0.0734573	13.6134	0.783598	1.60655	1.94468	1.55475	0.763374	1.45348	2.32224	2.32224	0.000671423	0.0948641	0.0112141	0.016335	0.0238851	0.000671423	0.121346	0.0775209	0.0836125	0.0297777	0.0948641	0.121346	0.296534	0.0887069	0.0787712	0.0112141	0.0775209	0.296534	0.0800141	0.0251628	0.016335	0.0836125	0.0887069	0.0800141	0.0369923	0.0238851	0.0297777	0.0787712	0.0251628	0.0369923	3.87115
120	-1185.026	-1168.059	-16.96706	2.460699	0.0111051	0.0172448	0.0208742	0.0166887	0.00819407	0.0154862	2.05803	3.19586	3.86848	3.09281	1.51855	2.86995	0.010734	1.98927	0.0734573	13.6134	1.03457	1.60655	1.94468	1.55475	0.763374	1.44272	2.4607	2.4607	0.00114992	0.0745652	0.00968255	0.0207622	0.0361046	0.00114992	0.120825	0.101202	0.0765413	0.0227492	0.0745652	0.120825	0.296534	0.0781505	0.0787712	0.00968255	0.101202	0.296534	0.0937675	0.0260202	0.0207622	0.0765413	0.0781505	0.0937675	0.0418301	0.0361046	0.0227492	0.0787712	0.0260202	0.0418301	3.87115
121	-1184.369	-1166.127	-18.24149	2.291411	0.00154686	0.00241282	0.00292063	0.00233502	0.00103213	0.00224036	2.05838	3.21069	3.88643	3.10716	1.37344	2.98121	0.00150186	1.9985	0.0274134	36.4785	1.02996	1.60655	1.94468	1.55475	0.687234	1.49172	2.29141	2.29141	0.000925453	0.0745652	0.00939948	0.0186334	0.028731	0.000925453	0.120746	0.0983344	0.117114	0.0196666	0.0745652	0.120746	0.279722	0.0833822	0.0810728	0.00939948	0.0983344	0.279722	0.112201	0.0312667	0.0186334	0.117114	0.0833822	0.112201	0.0474069	0.028731	0.0196666	0.0810728	0.0312667	0.0474069	5.33251
122	-1183.549	-1168.028	-15.5205	2.324738	0.00378183	0.00950709	0.011508	0.00920054	0.00406684	0.00598528	1.27436	3.2036	3.87784	3.1003	1.3704	2.01685	0.0059177	1.99408	0.054476	18.3567	0.639071	1.60655	1.94468	1.55475	0.687234	1.01142	2.32474	2.32474	0.00076766	0.0648997	0.00872466	0.0186334	0.0225248	0.00076766	0.123632	0.0780115	0.119477	0.0183612	0.0648997	0.123632	0.279722	0.0784128	0.0694249	0.00872466	0.0780115	0.279722	0.112882	0.0368819	0.0186334	0.119477	0.0784128	0.112882	0.0431406	0.0225248	0.0183612	0.0694249	0.0368819	0.0431406	4.314366
123	-1181.947	-1166.871	-15.07568	2.346358	0.00574128	0.0144329	0.0174706	0.0146589	0.00630837	0.00908639	1.2724	3.19867	3.87188	3.24875	1.39808	2.01375	0.00898379	1.99102	0.0671727	14.887	0.639071	1.60655	1.94468	1.6317	0.702195	1.01142	2.34636	2.34636	0.00100544	0.0705825	0.00872466	0.0205652	0.0237651	0.00100544	0.121229	0.101051	0.106546	0.0126372	0.0705825	0.121229	0.295367	0.0784128	0.0618956	0.00872466	0.101051	0.295367	0.0794144	0.0371424	0.0205652	0.106546	0.0784128	0.0794144	0.0368455	0.0237651	0.0126372	0.0618956	0.0371424	0.0368455	4.003751
124	-1188.968	-1172.1	-16.8682	2.387272	0.00657914	0.0102335	0.0123418	0.0103937	0.00447289	0.00644261	2.05913	3.20287	3.86272	3.25301	1.39992	2.0164	0.00636987	1.99363	0.0565253	17.6912	1.03285	1.60655	1.93753	1.6317	0.702195	1.01142	2.38727	2.38727	0.00100544	0.0776718	0.0106722	0.0225219	0.020046	0.00100544	0.109912	0.11606	0.0678873	0.0183389	0.0776718	0.109912	0.324655	0.116691	0.0756001	0.0106722	0.11606	0.324655	0.0847147	0.0350744	0.0225219	0.0678873	0.116691	0.0847147	0.0311795	0.020046	0.0183389	0.0756001	0.0350744	0.0311795	4.259615
125	-1188.811	-1174.659	-14.15142	2.046216	0.00252906	0.00393383	0.00474427	0.00399542	0.00138709	0.00253991	2.06318	3.20917	3.87031	3.25941	1.13157	2.07203	0.00244862	1.99755	0.0350116	28.562	1.03285	1.60655	1.93753	1.6317	0.566479	1.03728	2.04622	2.04622	0.00133558	0.0671058	0.00683997	0.0285818	0.0255719	0.00133558	0.119151	0.100735	0.0619625	0.0211428	0.0671058	0.119151	0.310463	0.0890738	0.0756001	0.00683997	0.100735	0.310463	0.0694496	0.0350744	0.0285818	0.0619625	0.0890738	0.0694496	0.027677	0.0255719	0.0211428	0.0756001	0.0350744	0.027677	4.969796
126	-1187.193	-1167.834	-19.35894	2.429435	0.000852765	0.00131791	0.00158942	0.00133854	0.000736498	0.000850921	2.07821	3.21179	3.87347	3.26207	1.79487	2.07372	0.000820335	1.99918	0.0202568	49.3663	1.03953	1.60655	1.93753	1.6317	0.897802	1.03728	2.42944	2.42944	0.00107467	0.0643834	0.00570349	0.022166	0.022901	0.00107467	0.117658	0.0983601	0.0636484	0.0170419	0.0643834	0.117658	0.310463	0.0847124	0.0744184	0.00570349	0.0983601	0.310463	0.0877829	0.0350744	0.022166	0.0636484	0.0847124	0.0877829	0.0239988	0.022901	0.0170419	0.0744184	0.0350744	0.0239988	5.781062
127	-1186.649	-1170.089	-16.56046	2.165905	0.000679226	0.00135137	0.00158942	0.00133854	0.000736498	0.00114673	1.65529	3.29333	3.87347	3.26207	1.79487	2.79462	0.000820335	1.99918	0.0202568	49.3663	0.827986	1.64734	1.93753	1.6317	0.897802	1.39788	2.16591	2.16591	0.0014158	0.0650234	0.0056247	0.0263587	0.0258761	0.0014158	0.0954613	0.0925682	0.0803157	0.0138036	0.0650234	0.0954613	0.282778	0.0957787	0.0554768	0.0056247	0.0925682	0.282778	0.0777782	0.0300142	0.0263587	0.0803157	0.0957787	0.0777782	0.0239988	0.0258761	0.0138036	0.0554768	0.0300142	0.0239988	5.781062
128	-1186.866	-1170.56	-16.30612	2.167459	0.000555314	0.00135137	0.00158942	0.00133854	0.000462053	0.00105061	1.35332	3.29333	3.87347	3.26207	1.12604	2.56037	0.000820335	1.99918	0.0202568	49.3663	0.676935	1.64734	1.93753	1.6317	0.563249	1.28071	2.16746	2.16746	0.00164046	0.0768033	0.00697251	0.0346986	0.0205253	0.00164046	0.0918577	0.0925682	0.114018	0.0175282	0.0768033	0.0918577	0.282778	0.100616	0.0598047	0.00697251	0.0925682	0.282778	0.0736369	0.0300738	0.0346986	0.114018	0.100616	0.0736369	0.0226823	0.0205253	0.0175282	0.0598047	0.0300738	0.0226823	5.781062
129	-1187.356	-1173.307	-14.04962	2.167459	0.00714785	0.0129408	0.015803	0.0117958	0.00409423	0.0155372	1.74558	3.16028	3.85925	2.88065	0.999853	3.79434	0.00815626	1.99184	0.0639909	15.6272	0.876364	1.58661	1.93753	1.44622	0.501973	1.90494	2.16746	2.16746	0.00177734	0.0768033	0.00721359	0.0346986	0.0244866	0.00177734	0.094798	0.103287	0.102072	0.0112345	0.0768033	0.094798	0.302527	0.0921716	0.0600233	0.00721359	0.103287	0.302527	0.0833713	0.0345263	0.0346986	0.102072	0.0921716	0.0833713	0.0251424	0.0244866	0.0112345	0.0600233	0.0345263	0.0251424	4.075696
130	-1190.805	-1171.82	-18.98463	2.417198	0.0012753	0.00257345	0.00314262	0.00234574	0.00127998	0.00308976	1.57125	3.17065	3.87191	2.8901	1.57702	3.80679	0.00162198	1.99838	0.0284894	35.1008	0.786263	1.58661	1.93753	1.44622	0.789149	1.90494	2.4172	2.4172	0.00238687	0.0950701	0.00490831	0.0259485	0.0181829	0.00238687	0.116712	0.113717	0.0954368	0.0117513	0.0950701	0.116712	0.290573	0.0943643	0.0777153	0.00490831	0.113717	0.290573	0.0698606	0.022399	0.0259485	0.0954368	0.0943643	0.0698606	0.0487086	0.0181829	0.0117513	0.0777153	0.022399	0.0487086	5.275429
131	-1186.26	-1169.272	-16.98731	2.407609	0.00476965	0.00962476	0.0117535	0.00877311	0.00528082	0.00628448	1.56776	3.1636	3.8633	2.88367	1.73577	2.06567	0.00606623	1.99393	0.0551574	18.1299	0.786263	1.58661	1.93753	1.44622	0.870527	1.03598	2.40761	2.40761	0.00238687	0.071604	0.00630505	0.0352737	0.0201861	0.00238687	0.118379	0.0982188	0.122112	0.0136557	0.071604	0.118379	0.332369	0.0903285	0.0744446	0.00630505	0.0982188	0.332369	0.0658956	0.0163321	0.0352737	0.122112	0.0903285	0.0658956	0.0490877	0.0201861	0.0136557	0.0744446	0.0163321	0.0490877	4.295934
132	-1183.117	-1168.849	-14.26746	2.079198	0.007108	0.00962476	0.0117535	0.00877311	0.00434155	0.00761194	2.33636	3.1636	3.8633	2.88367	1.42704	2.502	0.00606623	1.99393	0.0551574	18.1299	1.17173	1.58661	1.93753	1.44622	0.715692	1.25481	2.0792	2.0792	0.00238297	0.0610478	0.00557069	0.0274536	0.0276189	0.00238297	0.118379	0.0841658	0.108844	0.00980901	0.0610478	0.118379	0.332369	0.0888125	0.0744446	0.00557069	0.0841658	0.332369	0.0973492	0.0162764	0.0274536	0.108844	0.0888125	0.0973492	0.0454258	0.0276189	0.00980901	0.0744446	0.0162764	0.0454258	4.295934
133	-1187.07	-1172.952	-14.11769	2.079198	0.00376904	0.00710873	0.00868099	0.00647971	0.00333749	0.00644195	1.67867	3.16612	3.86638	2.88596	1.48646	2.86914	0.00448045	1.99552	0.0473841	21.1041	0.84122	1.58661	1.93753	1.44622	0.744901	1.43779	2.0792	2.0792	0.00242242	0.0577143	0.0051159	0.0413682	0.026406	0.00242242	0.138592	0.071925	0.138744	0.0116811	0.0577143	0.138592	0.293089	0.079624	0.0673319	0.0051159	0.071925	0.293089	0.0654285	0.0145298	0.0413682	0.138744	0.079624	0.0654285	0.0442969	0.026406	0.0116811	0.0673319	0.0145298	0.0442969	4.521149
134	-1186.315	-1170.617	-15.69718	2.21929	0.00376904	0.00726005	0.00868099	0.00647971	0.00333749	0.00644195	1.67867	3.23351	3.86638	2.88596	1.48646	2.86914	0.00448045	1.99552	0.0473841	21.1041	0.84122	1.62039	1.93753	1.44622	0.744901	1.43779	2.21929	2.21929	0.00228499	0.0685731	0.00349843	0.047861	0.0266492	0.00228499	0.138861	0.0645353	0.1248	0.017295	0.0685731	0.138861	0.294277	0.0790185	0.0733765	0.00349843	0.0645353	0.294277	0.0899369	0.0145298	0.047861	0.1248	0.0790185	0.0899369	0.0453266	0.0266492	0.017295	0.0733765	0.0145298	0.0453266	4.521149
135	-1185.611	-1167.885	-17.72624	2.26326	0.000510908	0.00108884	0.00130195	0.000969454	0.000513064	0.000569227	1.52013	3.23968	3.87375	2.88447	1.52655	1.69365	0.000671964	1.99933	0.0183329	54.5468	0.760321	1.62039	1.93753	1.44272	0.76353	0.847109	2.26326	2.26326	0.00228499	0.0754998	0.00625663	0.0253515	0.0239404	0.00228499	0.138861	0.0818676	0.111365	0.0132062	0.0754998	0.138861	0.307207	0.0843137	0.0637437	0.00625663	0.0818676	0.307207	0.0823825	0.0156861	0.0253515	0.111365	0.0843137	0.0823825	0.0426624	0.0239404	0.0132062	0.0637437	0.0156861	0.0426624	5.929013
136	-1182.036	-1166.88	-15.15607	2.176252	0.00235755	0.00502438	0.00600775	0.00447348	0.0023675	0.00353752	1.51828	3.23575	3.86905	2.88096	1.52469	2.2782	0.00310073	1.9969	0.0394052	25.3773	0.760321	1.62039	1.93753	1.44272	0.76353	1.14087	2.17625	2.17625	0.00198581	0.0754998	0.00625663	0.0237295	0.0397758	0.00198581	0.100973	0.0818676	0.106734	0.013173	0.0754998	0.100973	0.307207	0.0937005	0.0614151	0.00625663	0.0818676	0.307207	0.0920938	0.0166249	0.0237295	0.106734	0.0937005	0.0920938	0.0359101	0.0397758	0.013173	0.0614151	0.0166249	0.0359101	4.794523
137	-1184.596	-1167.356	-17.23987	2.329587	0.00319683	0.00502438	0.00600775	0.00447348	0.0023675	0.00376217	2.05879	3.23575	3.86905	2.88096	1.52469	2.42288	0.00310073	1.9969	0.0394052	25.3773	1.03099	1.62039	1.93753	1.44272	0.76353	1.21332	2.32959	2.32959	0.00189444	0.0790896	0.00829094	0.0256072	0.044161	0.00189444	0.121596	0.0818676	0.108268	0.0151092	0.0790896	0.121596	0.330825	0.0700565	0.0586706	0.00829094	0.0818676	0.330825	0.105886	0.0154277	0.0256072	0.108268	0.0700565	0.105886	0.0271499	0.044161	0.0151092	0.0586706	0.0154277	0.0271499	4.794523
138	-1185.871	-1168.322	-17.54862	2.39755	0.00274789	0.00431878	0.00516406	0.00384525	0.00200848	0.00323384	2.05924	3.23645	3.86989	2.88159	1.50513	2.4234	0.00266528	1.99733	0.0365297	27.375	1.03099	1.62039	1.93753	1.44272	0.753571	1.21332	2.39755	2.39755	0.00166446	0.0815809	0.00814878	0.0274762	0.0510566	0.00166446	0.111533	0.100744	0.10549	0.0128476	0.0815809	0.111533	0.275556	0.062588	0.056269	0.00814878	0.100744	0.275556	0.0985682	0.019829	0.0274762	0.10549	0.062588	0.0985682	0.0271499	0.0510566	0.0128476	0.056269	0.019829	0.0271499	4.906864
139	-1188.557	-1173.48	-15.07725	2.07485	0.00508522	0.00675194	0.00896704	0.00663966	0.00447258	0.00541986	2.20483	2.92748	3.88789	2.87879	1.9392	2.34992	0.00460219	1.9954	0.048025	20.8225	1.10496	1.46711	1.94843	1.44272	0.971836	1.17767	2.07485	2.07485	0.00166446	0.0815809	0.00999413	0.0272688	0.0563458	0.00166446	0.111565	0.0776302	0.10549	0.0106143	0.0815809	0.111565	0.33866	0.0808616	0.0768684	0.00999413	0.0776302	0.33866	0.120653	0.0214284	0.0272688	0.10549	0.0808616	0.120653	0.0227928	0.0563458	0.0106143	0.0768684	0.0214284	0.0227928	4.501229
140	-1187.38	-1171.768	-15.61174	2.062945	0.00194276	0.00257951	0.00327363	0.00270276	0.00170871	0.00242674	2.20797	2.93165	3.72051	3.07172	1.94196	2.75802	0.00175822	1.99824	0.0296629	33.7122	1.10496	1.46711	1.86189	1.53721	0.971836	1.38022	2.06294	2.06294	0.00173549	0.0707149	0.00687167	0.0272688	0.0687057	0.00173549	0.111565	0.0776302	0.124466	0.0134957	0.0707149	0.111565	0.277284	0.0808616	0.0645267	0.00687167	0.0776302	0.277284	0.0913349	0.0156995	0.0272688	0.124466	0.0808616	0.0913349	0.0286661	0.0687057	0.0134957	0.0645267	0.0156995	0.0286661	5.215586
141	-1188.153	-1171.925	-16.22795	2.361594	0.00954847	0.0143049	0.0181541	0.0149884	0.00947574	0.0134577	1.94904	2.91992	3.70563	3.05943	1.9342	2.74699	0.00975036	1.99025	0.0699933	14.2871	0.979295	1.46711	1.86189	1.53721	0.971836	1.38022	2.36159	2.36159	0.00256619	0.0621444	0.00997656	0.0346337	0.0438579	0.00256619	0.104345	0.109078	0.0984218	0.0112339	0.0621444	0.104345	0.334853	0.0682923	0.06006	0.00997656	0.109078	0.334853	0.0913349	0.0190991	0.0346337	0.0984218	0.0682923	0.0913349	0.032913	0.0438579	0.0112339	0.06006	0.0190991	0.032913	3.942767
142	-1186.449	-1171.96	-14.48906	2.111147	0.00993042	0.0164198	0.0181541	0.0160546	0.00808599	0.0134577	2.027	3.35161	3.70563	3.27707	1.65052	2.74699	0.00975036	1.99025	0.0699933	14.2871	1.01847	1.68402	1.86189	1.64656	0.829302	1.38022	2.11115	2.11115	0.00237942	0.0681905	0.00649083	0.0314048	0.0446979	0.00237942	0.123799	0.0859709	0.11659	0.00784134	0.0681905	0.123799	0.334853	0.0739006	0.0792303	0.00649083	0.0859709	0.334853	0.0881799	0.0209641	0.0314048	0.11659	0.0739006	0.0881799	0.0464631	0.0446979	0.00784134	0.0792303	0.0209641	0.0464631	3.942767
143	-1185.853	-1169.277	-16.57648	2.304116	0.008249	0.0124294	0.0155518	0.0113105	0.00440775	0.0118517	2.19601	3.30889	4.14012	3.01102	1.17341	3.1551	0.0074846	1.99252	0.0612891	16.3161	1.10213	1.66066	2.07784	1.51117	0.588909	1.58348	2.30412	2.30412	0.00195727	0.0789885	0.00487701	0.0429046	0.0491704	0.00195727	0.123799	0.0914223	0.100638	0.00801028	0.0789885	0.123799	0.307405	0.0732949	0.0729785	0.00487701	0.0914223	0.307405	0.115264	0.0280938	0.0429046	0.100638	0.0732949	0.115264	0.0463165	0.0491704	0.00801028	0.0729785	0.0280938	0.0463165	4.139652
144	-1186.603	-1165.697	-20.90665	2.653519	0.00171879	0.00343961	0.00430369	0.0031916	0.00127765	0.00246239	1.65796	3.31788	4.15137	3.07864	1.23243	2.37524	0.00207123	1.99793	0.0321977	31.0581	0.82984	1.66066	2.07784	1.54092	0.616854	1.18885	2.65352	2.65352	0.00226555	0.0780954	0.00516141	0.040856	0.0461668	0.00226555	0.123799	0.0946148	0.119645	0.00947622	0.0780954	0.123799	0.303336	0.0732949	0.0733005	0.00516141	0.0946148	0.303336	0.104552	0.026823	0.040856	0.119645	0.0732949	0.104552	0.0507351	0.0461668	0.00947622	0.0733005	0.026823	0.0507351	5.094015
145	-1187.86	-1167.968	-19.89163	2.624651	0.00595624	0.00786615	0.00984222	0.00729897	0.0040707	0.00629522	2.50894	3.31345	4.14583	3.07454	1.7147	2.65173	0.00473676	1.99526	0.0487238	20.5239	1.25745	1.66066	2.07784	1.54092	0.859385	1.32901	2.62465	2.62465	0.00329387	0.059596	0.00462135	0.0342832	0.0658826	0.00329387	0.123799	0.0798226	0.105345	0.00947622	0.059596	0.123799	0.303336	0.0753469	0.0683	0.00462135	0.0798226	0.303336	0.0848405	0.0256765	0.0342832	0.105345	0.0753469	0.0848405	0.0451269	0.0658826	0.00947622	0.0683	0.0256765	0.0451269	4.479814
146	-1193.639	-1178.559	-15.07967	2.232851	0.0182247	0.026708	0.0301149	0.0223331	0.0124554	0.0192619	2.49667	3.65884	4.12556	3.0595	1.70631	2.63877	0.0144934	1.98551	0.0854376	11.7044	1.25745	1.84277	2.07784	1.54092	0.859385	1.32901	2.23285	2.23285	0.00237161	0.0678965	0.0046157	0.0469032	0.0578377	0.00237161	0.100712	0.0909432	0.0864324	0.00809278	0.0678965	0.100712	0.276266	0.0915331	0.0742169	0.0046157	0.0909432	0.276266	0.107258	0.0234726	0.0469032	0.0864324	0.0915331	0.107258	0.0537339	0.0578377	0.00809278	0.0742169	0.0234726	0.0537339	3.647155
147	-1187.773	-1169.312	-18.46098	2.471504	0.00649213	0.0110764	0.0131466	0.00974948	0.00515677	0.010333	2.04569	3.49021	4.14253	3.07209	1.62491	3.25595	0.00632706	1.99367	0.0563344	17.7511	1.02609	1.75064	2.07784	1.54092	0.815034	1.63314	2.4715	2.4715	0.0016787	0.0765789	0.00396181	0.057094	0.0519219	0.0016787	0.117842	0.0808009	0.085856	0.00592495	0.0765789	0.117842	0.304258	0.0885917	0.0726283	0.00396181	0.0808009	0.304258	0.0961763	0.019085	0.057094	0.085856	0.0885917	0.0961763	0.0611305	0.0519219	0.00592495	0.0726283	0.019085	0.0611305	4.26463
148	-1189.679	-1171.321	-18.35831	2.471504	0.00649213	0.0110764	0.0131466	0.00974948	0.00388963	0.0109171	2.04569	3.49021	4.14253	3.07209	1.22563	3.44002	0.00632706	1.99367	0.0563344	17.7511	1.02609	1.75064	2.07784	1.54092	0.614761	1.72547	2.4715	2.4715	0.00123251	0.0839918	0.00280274	0.0465145	0.0382647	0.00123251	0.114634	0.0951744	0.107337	0.00703801	0.0839918	0.114634	0.325149	0.0885917	0.0542686	0.00280274	0.0951744	0.325149	0.0948554	0.0163182	0.0465145	0.107337	0.0885917	0.0948554	0.0611305	0.0382647	0.00703801	0.0542686	0.0163182	0.0611305	4.26463
149	-1188.862	-1170.737	-18.12513	2.471504	0.00241353	0.00455207	0.00584146	0.00433201	0.00129068	0.0040861	1.7146	3.23384	4.14983	3.0775	0.916913	2.9028	0.00281132	1.99719	0.0375185	26.6535	0.858506	1.61919	2.07784	1.54092	0.459102	1.45345	2.4715	2.4715	0.00142368	0.0787726	0.00507302	0.0425808	0.0360366	0.00142368	0.100818	0.0898026	0.110148	0.0111131	0.0787726	0.100818	0.30492	0.0781162	0.0671034	0.00507302	0.0898026	0.30492	0.0685583	0.0207712	0.0425808	0.110148	0.0781162	0.0685583	0.062829	0.0360366	0.0111131	0.0671034	0.0207712	0.062829	4.867266
150	-1188.462	-1168.436	-20.0265	2.393318	0.000519107	0.000692956	0.000959088	0.000725667	0.000356897	0.000519657	2.24874	3.00185	4.15472	3.14355	1.54606	2.25112	0.00046158	1.99954	0.0151935	65.8175	1.12463	1.50127	2.07784	1.57214	0.773208	1.12582	2.39332	2.39332	0.0017415	0.0576784	0.00490427	0.0499536	0.0272365	0.0017415	0.100818	0.0760051	0.108135	0.0123616	0.0576784	0.100818	0.304852	0.0935289	0.0762071	0.00490427	0.0760051	0.304852	0.0688656	0.0201156	0.0499536	0.108135	0.0935289	0.0688656	0.0596285	0.0272365	0.0123616	0.0762071	0.0201156	0.0596285	6.207486
151	-1186.553	-1168.172	-18.38099	2.209924	0.000384044	0.000666189	0.000959088	0.00071257	0.00027487	0.000519657	1.66366	2.88589	4.15472	3.08682	1.19072	2.25112	0.00046158	1.99954	0.0151935	65.8175	0.83202	1.44328	2.07784	1.54376	0.595499	1.12582	2.20992	2.20992	0.00137238	0.0705338	0.0038427	0.0503581	0.0314734	0.00137238	0.112041	0.0897221	0.108135	0.0171187	0.0705338	0.112041	0.304852	0.0884044	0.0633796	0.0038427	0.0897221	0.304852	0.103159	0.0238541	0.0503581	0.108135	0.0884044	0.103159	0.0635831	0.0314734	0.0171187	0.0633796	0.0238541	0.0635831	6.207486
152	-1186.027	-1169.525	-16.50129	2.220757	0.00468966	0.00619171	0.00849649	0.00662279	0.00379197	0.00525421	2.18162	2.88037	3.95255	3.08091	1.76401	2.44424	0.00429003	1.99571	0.0463641	21.5684	1.09315	1.44328	1.98052	1.54376	0.883903	1.22475	2.22076	2.22076	0.00157177	0.0839259	0.003848	0.0505615	0.0393473	0.00157177	0.117062	0.0788501	0.106773	0.0151801	0.0839259	0.117062	0.293193	0.0743199	0.0633796	0.003848	0.0788501	0.293193	0.121558	0.0223784	0.0505615	0.106773	0.0743199	0.121558	0.0733808	0.0393473	0.0151801	0.0633796	0.0223784	0.0733808	4.553414
