Iteration	Posterior	Likelihood	Prior	h	lambda[1]	lambda[2]	lambda[3]	lambda[4]	lambda[5]	lambda[6]	lambda[7]	lambda[8]	lambda[9]	lambda[10]	lambda[11]	lambda[12]	lambda_hid[1]	lambda_hid[2]	lambda_hid_unorm[1]	lambda_hid_unorm[2]	lambda_obs[1]	lambda_obs[2]	lambda_obs[3]	lambda_obs[4]	lambda_obs[5]	lambda_obs[6]	q_hid[1]	q_hid[2]	q_obs[1]	q_obs[2]	q_obs[3]	q_obs[4]	q_obs[5]	q_obs[6]	q_obs[7]	q_obs[8]	q_obs[9]	q_obs[10]	q_obs[11]	q_obs[12]	q_obs[13]	q_obs[14]	q_obs[15]	q_obs[16]	q_obs[17]	q_obs[18]	q_obs[19]	q_obs[20]	q_obs[21]	q_obs[22]	q_obs[23]	q_obs[24]	q_obs[25]	q_obs[26]	q_obs[27]	q_obs[28]	q_obs[29]	q_obs[30]	q_obscomm	sig0
115	-1389.927	-1350.9	-39.02701	2.297816	0.00287428	0.00385056	0.00481516	0.00420439	0.00213621	0.0024908	2.25361	3.01907	3.77538	3.2965	1.67492	1.95294	0.00254757	1.99745	0.0357129	28.0011	1.12824	1.51146	1.8901	1.65035	0.838529	0.977713	2.29782	2.29782	0.0986339	0.0986339	0.0986339	0.0986339	0.0986339	0.0986339	0.0986339	0.0986339	0.0986339	0.0986339	0.0986339	0.0986339	0.0986339	0.0986339	0.0986339	0.0986339	0.0986339	0.0986339	0.0986339	0.0986339	0.0986339	0.0986339	0.0986339	0.0986339	0.0986339	0.0986339	0.0986339	0.0986339	0.0986339	0.0986339	0.09863393	4.940392
116	-1387.825	-1349.337	-38.48774	2.297816	0.00194728	0.00385056	0.00481516	0.00397866	0.00152518	0.00317101	1.52679	3.01907	3.77538	3.11951	1.19583	2.48627	0.00254757	1.99745	0.0357129	28.0011	0.764368	1.51146	1.8901	1.56175	0.598678	1.24472	2.29782	2.29782	0.098717	0.098717	0.098717	0.098717	0.098717	0.098717	0.098717	0.098717	0.098717	0.098717	0.098717	0.098717	0.098717	0.098717	0.098717	0.098717	0.098717	0.098717	0.098717	0.098717	0.098717	0.098717	0.098717	0.098717	0.098717	0.098717	0.098717	0.098717	0.098717	0.098717	0.09871705	4.940392
117	-1390.155	-1350.587	-39.56784	2.14409	0.000133632	0.000376243	0.000435694	0.000360004	0.000138004	0.000196986	1.15929	3.26401	3.77976	3.12313	1.19722	1.7089	0.000230514	1.99977	0.0107364	93.1411	0.579714	1.63219	1.8901	1.56175	0.598678	0.85455	2.14409	2.14409	0.101303	0.101303	0.101303	0.101303	0.101303	0.101303	0.101303	0.101303	0.101303	0.101303	0.101303	0.101303	0.101303	0.101303	0.101303	0.101303	0.101303	0.101303	0.101303	0.101303	0.101303	0.101303	0.101303	0.101303	0.101303	0.101303	0.101303	0.101303	0.101303	0.101303	0.1013027	6.72229
118	-1390.032	-1348.1	-41.93195	2.367122	0.000158822	0.000376243	0.000435694	0.000360004	0.000138004	0.000235402	1.37783	3.26401	3.77976	3.12313	1.19722	2.04218	0.000230514	1.99977	0.0107364	93.1411	0.688992	1.63219	1.8901	1.56175	0.598678	1.02121	2.36712	2.36712	0.101303	0.101303	0.101303	0.101303	0.101303	0.101303	0.101303	0.101303	0.101303	0.101303	0.101303	0.101303	0.101303	0.101303	0.101303	0.101303	0.101303	0.101303	0.101303	0.101303	0.101303	0.101303	0.101303	0.101303	0.101303	0.101303	0.101303	0.101303	0.101303	0.101303	0.1013027	6.72229
119	-1389.009	-1348.155	-40.85419	2.272634	0.000178039	0.000412366	0.000500373	0.000413447	0.000158491	0.000275817	1.34486	3.11491	3.77969	3.12308	1.1972	2.08345	0.000264734	1.99974	0.0115059	86.9123	0.67252	1.55766	1.8901	1.56175	0.598678	1.04186	2.27263	2.27263	0.101303	0.101303	0.101303	0.101303	0.101303	0.101303	0.101303	0.101303	0.101303	0.101303	0.101303	0.101303	0.101303	0.101303	0.101303	0.101303	0.101303	0.101303	0.101303	0.101303	0.101303	0.101303	0.101303	0.101303	0.101303	0.101303	0.101303	0.101303	0.101303	0.101303	0.1013027	6.61967
120	-1393.733	-1351.857	-41.87618	2.281767	0.000368892	0.00044444	0.000539292	0.000445605	0.000214468	0.00034144	2.5854	3.11488	3.77965	3.12305	1.50311	2.393	0.000285325	1.99971	0.011945	83.7171	1.29288	1.55766	1.8901	1.56175	0.751661	1.19667	2.28177	2.28177	0.102852	0.102852	0.102852	0.102852	0.102852	0.102852	0.102852	0.102852	0.102852	0.102852	0.102852	0.102852	0.102852	0.102852	0.102852	0.102852	0.102852	0.102852	0.102852	0.102852	0.102852	0.102852	0.102852	0.102852	0.102852	0.102852	0.102852	0.102852	0.102852	0.102852	0.1028517	6.564137
121	-1390.004	-1354.668	-35.33616	2.137843	0.00223857	0.00882012	0.010665	0.00881223	0.00424128	0.00520946	0.791224	3.11747	3.76953	3.11468	1.49908	1.84128	0.00564255	1.99436	0.0531908	18.8003	0.396731	1.56315	1.8901	1.56175	0.751661	0.923246	2.13784	2.13784	0.0972655	0.0972655	0.0972655	0.0972655	0.0972655	0.0972655	0.0972655	0.0972655	0.0972655	0.0972655	0.0972655	0.0972655	0.0972655	0.0972655	0.0972655	0.0972655	0.0972655	0.0972655	0.0972655	0.0972655	0.0972655	0.0972655	0.0972655	0.0972655	0.0972655	0.0972655	0.0972655	0.0972655	0.0972655	0.0972655	0.09726552	4.349763
122	-1390.071	-1354.014	-36.05671	2.137843	0.00211515	0.00808523	0.00914215	0.00755396	0.00358871	0.00609275	0.872478	3.33508	3.77105	3.11594	1.48031	2.5132	0.00483687	1.99516	0.0492372	20.3099	0.437297	1.67158	1.8901	1.56175	0.74195	1.25965	2.13784	2.13784	0.104395	0.104395	0.104395	0.104395	0.104395	0.104395	0.104395	0.104395	0.104395	0.104395	0.104395	0.104395	0.104395	0.104395	0.104395	0.104395	0.104395	0.104395	0.104395	0.104395	0.104395	0.104395	0.104395	0.104395	0.104395	0.104395	0.104395	0.104395	0.104395	0.104395	0.1043953	4.464274
123	-1387.686	-1350.892	-36.794	2.168401	0.00330888	0.00746032	0.00914215	0.00755396	0.00423557	0.00567335	1.36488	3.07731	3.77105	3.11594	1.74713	2.3402	0.00483687	1.99516	0.0492372	20.3099	0.684095	1.54239	1.8901	1.56175	0.875683	1.17294	2.1684	2.1684	0.104395	0.104395	0.104395	0.104395	0.104395	0.104395	0.104395	0.104395	0.104395	0.104395	0.104395	0.104395	0.104395	0.104395	0.104395	0.104395	0.104395	0.104395	0.104395	0.104395	0.104395	0.104395	0.104395	0.104395	0.104395	0.104395	0.104395	0.104395	0.104395	0.104395	0.1043953	4.464274
124	-1387.154	-1351.026	-36.12862	2.199484	0.00687732	0.0142521	0.017465	0.0144309	0.00765489	0.00924755	1.48168	3.07052	3.76273	3.10906	1.6492	1.99233	0.00924026	1.99076	0.0681291	14.678	0.744278	1.54239	1.8901	1.56175	0.828428	1.00079	2.19948	2.19948	0.104395	0.104395	0.104395	0.104395	0.104395	0.104395	0.104395	0.104395	0.104395	0.104395	0.104395	0.104395	0.104395	0.104395	0.104395	0.104395	0.104395	0.104395	0.104395	0.104395	0.104395	0.104395	0.104395	0.104395	0.104395	0.104395	0.104395	0.104395	0.104395	0.104395	0.1043953	3.98279
125	-1387.937	-1351.697	-36.24053	2.199484	0.00687732	0.01369	0.017465	0.0143049	0.00748721	0.0115671	1.48168	2.94944	3.76273	3.08192	1.61308	2.49206	0.00924026	1.99076	0.0681291	14.678	0.744278	1.48156	1.8901	1.54811	0.810281	1.25181	2.19948	2.19948	0.0998815	0.0998815	0.0998815	0.0998815	0.0998815	0.0998815	0.0998815	0.0998815	0.0998815	0.0998815	0.0998815	0.0998815	0.0998815	0.0998815	0.0998815	0.0998815	0.0998815	0.0998815	0.0998815	0.0998815	0.0998815	0.0998815	0.0998815	0.0998815	0.0998815	0.0998815	0.0998815	0.0998815	0.0998815	0.0998815	0.09988153	3.98279
126	-1387.078	-1352.055	-35.02243	2.110308	0.00699142	0.01369	0.017465	0.0143049	0.00628571	0.00896655	1.50626	2.94944	3.76273	3.08192	1.35422	1.93179	0.00924026	1.99076	0.0681291	14.678	0.756626	1.48156	1.8901	1.54811	0.680253	0.970379	2.11031	2.11031	0.0998815	0.0998815	0.0998815	0.0998815	0.0998815	0.0998815	0.0998815	0.0998815	0.0998815	0.0998815	0.0998815	0.0998815	0.0998815	0.0998815	0.0998815	0.0998815	0.0998815	0.0998815	0.0998815	0.0998815	0.0998815	0.0998815	0.0998815	0.0998815	0.0998815	0.0998815	0.0998815	0.0998815	0.0998815	0.0998815	0.09988153	3.98279
127	-1388.515	-1352.74	-35.77517	2.204065	0.00781193	0.01369	0.017465	0.0143049	0.00523633	0.00877235	1.68303	2.94944	3.76273	3.08192	1.12814	1.88995	0.00924026	1.99076	0.0681291	14.678	0.845423	1.48156	1.8901	1.54811	0.566686	0.949362	2.20407	2.20407	0.0998815	0.0998815	0.0998815	0.0998815	0.0998815	0.0998815	0.0998815	0.0998815	0.0998815	0.0998815	0.0998815	0.0998815	0.0998815	0.0998815	0.0998815	0.0998815	0.0998815	0.0998815	0.0998815	0.0998815	0.0998815	0.0998815	0.0998815	0.0998815	0.0998815	0.0998815	0.0998815	0.0998815	0.0998815	0.0998815	0.09988153	3.98279
128	-1393.367	-1354.035	-39.33157	2.424517	0.00122192	0.00362101	0.00455616	0.00373179	0.00136602	0.0030774	1.01259	3.00069	3.77564	3.09249	1.13201	2.5502	0.00241054	1.99759	0.034738	28.7869	0.506905	1.50215	1.8901	1.54811	0.566686	1.27664	2.42452	2.42452	0.108229	0.108229	0.108229	0.108229	0.108229	0.108229	0.108229	0.108229	0.108229	0.108229	0.108229	0.108229	0.108229	0.108229	0.108229	0.108229	0.108229	0.108229	0.108229	0.108229	0.108229	0.108229	0.108229	0.108229	0.108229	0.108229	0.108229	0.108229	0.108229	0.108229	0.1082288	4.981428
129	-1391.216	-1353.788	-37.42788	2.208782	0.00122192	0.00362101	0.00452743	0.00373179	0.00136602	0.00356589	1.01259	3.00069	3.75182	3.09249	1.13201	2.95501	0.00241054	1.99759	0.034738	28.7869	0.506905	1.50215	1.87818	1.54811	0.566686	1.47929	2.20878	2.20878	0.0974478	0.0974478	0.0974478	0.0974478	0.0974478	0.0974478	0.0974478	0.0974478	0.0974478	0.0974478	0.0974478	0.0974478	0.0974478	0.0974478	0.0974478	0.0974478	0.0974478	0.0974478	0.0974478	0.0974478	0.0974478	0.0974478	0.0974478	0.0974478	0.0974478	0.0974478	0.0974478	0.0974478	0.0974478	0.0974478	0.09744778	4.981428
130	-1390.832	-1353.919	-36.91299	2.208782	0.00197016	0.00627794	0.00745708	0.00614659	0.00224996	0.00615638	0.990456	3.15611	3.7489	3.09007	1.13112	3.095	0.00397038	1.99603	0.0445998	22.4216	0.496213	1.58119	1.87818	1.54811	0.566686	1.55058	2.20878	2.20878	0.101441	0.101441	0.101441	0.101441	0.101441	0.101441	0.101441	0.101441	0.101441	0.101441	0.101441	0.101441	0.101441	0.101441	0.101441	0.101441	0.101441	0.101441	0.101441	0.101441	0.101441	0.101441	0.101441	0.101441	0.101441	0.101441	0.101441	0.101441	0.101441	0.101441	0.101441	4.610932
131	-1388.127	-1349.534	-38.5927	2.373483	0.00253368	0.00578423	0.00687065	0.00566322	0.00293741	0.00313772	1.38269	3.1566	3.74948	3.09056	1.60302	1.71233	0.00365815	1.99634	0.0428068	23.3608	0.692613	1.58119	1.87818	1.54811	0.802977	0.857734	2.37348	2.37348	0.101441	0.101441	0.101441	0.101441	0.101441	0.101441	0.101441	0.101441	0.101441	0.101441	0.101441	0.101441	0.101441	0.101441	0.101441	0.101441	0.101441	0.101441	0.101441	0.101441	0.101441	0.101441	0.101441	0.101441	0.101441	0.101441	0.101441	0.101441	0.101441	0.101441	0.101441	4.671765
132	-1388.737	-1350.273	-38.46346	2.374312	0.00266477	0.00578423	0.00750006	0.0061468	0.00216124	0.00298494	1.45423	3.1566	4.09297	3.35446	1.17944	1.62895	0.00365815	1.99634	0.0428068	23.3608	0.728449	1.58119	2.05024	1.6803	0.590801	0.81597	2.37431	2.37431	0.101441	0.101441	0.101441	0.101441	0.101441	0.101441	0.101441	0.101441	0.101441	0.101441	0.101441	0.101441	0.101441	0.101441	0.101441	0.101441	0.101441	0.101441	0.101441	0.101441	0.101441	0.101441	0.101441	0.101441	0.101441	0.101441	0.101441	0.101441	0.101441	0.101441	0.101441	4.671765
133	-1388.318	-1350.175	-38.14334	2.374312	0.00288532	0.00722899	0.00937339	0.00768211	0.00311182	0.00360042	1.25932	3.15515	4.0911	3.35293	1.35818	1.57143	0.00457186	1.99543	0.0478661	20.8916	0.631105	1.58119	2.05024	1.6803	0.680646	0.787518	2.37431	2.37431	0.101216	0.101216	0.101216	0.101216	0.101216	0.101216	0.101216	0.101216	0.101216	0.101216	0.101216	0.101216	0.101216	0.101216	0.101216	0.101216	0.101216	0.101216	0.101216	0.101216	0.101216	0.101216	0.101216	0.101216	0.101216	0.101216	0.101216	0.101216	0.101216	0.101216	0.1012157	4.506143
134	-1388.077	-1349.118	-38.95946	2.374312	0.00383943	0.00722899	0.00937339	0.00768211	0.00348958	0.00545706	1.67575	3.15515	4.0911	3.35293	1.52306	2.38178	0.00457186	1.99543	0.0478661	20.8916	0.839797	1.58119	2.05024	1.6803	0.763273	1.19362	2.37431	2.37431	0.101216	0.101216	0.101216	0.101216	0.101216	0.101216	0.101216	0.101216	0.101216	0.101216	0.101216	0.101216	0.101216	0.101216	0.101216	0.101216	0.101216	0.101216	0.101216	0.101216	0.101216	0.101216	0.101216	0.101216	0.101216	0.101216	0.101216	0.101216	0.101216	0.101216	0.1012157	4.506143
135	-1388.676	-1351.261	-37.41513	2.204525	0.00396046	0.00722899	0.00937339	0.00768211	0.00348958	0.00522872	1.72858	3.15515	4.0911	3.35293	1.52306	2.28212	0.00457186	1.99543	0.0478661	20.8916	0.866269	1.58119	2.05024	1.6803	0.763273	1.14367	2.20452	2.20452	0.101216	0.101216	0.101216	0.101216	0.101216	0.101216	0.101216	0.101216	0.101216	0.101216	0.101216	0.101216	0.101216	0.101216	0.101216	0.101216	0.101216	0.101216	0.101216	0.101216	0.101216	0.101216	0.101216	0.101216	0.101216	0.101216	0.101216	0.101216	0.101216	0.101216	0.1012157	4.506143
136	-1396.259	-1358.212	-38.04728	2.364414	0.00486805	0.0131267	0.016979	0.0123328	0.00632105	0.0133916	1.17077	3.15699	4.08349	2.96605	1.52022	3.22072	0.00828151	1.99172	0.0644823	15.5081	0.587821	1.58506	2.05024	1.48919	0.763273	1.61705	2.36441	2.36441	0.112004	0.112004	0.112004	0.112004	0.112004	0.112004	0.112004	0.112004	0.112004	0.112004	0.112004	0.112004	0.112004	0.112004	0.112004	0.112004	0.112004	0.112004	0.112004	0.112004	0.112004	0.112004	0.112004	0.112004	0.112004	0.112004	0.112004	0.112004	0.112004	0.112004	0.112004	4.064352
137	-1391.973	-1351.66	-40.31367	2.388688	0.000668562	0.00195074	0.00246111	0.00183276	0.000899876	0.00169966	1.0858	3.16816	3.99705	2.97655	1.46148	2.76039	0.0012307	1.99877	0.0248139	40.2999	0.543235	1.58506	1.99976	1.48919	0.731188	1.38104	2.38869	2.38869	0.10669	0.10669	0.10669	0.10669	0.10669	0.10669	0.10669	0.10669	0.10669	0.10669	0.10669	0.10669	0.10669	0.10669	0.10669	0.10669	0.10669	0.10669	0.10669	0.10669	0.10669	0.10669	0.10669	0.10669	0.10669	0.10669	0.10669	0.10669	0.10669	0.10669	0.1066899	5.480217
138	-1388.346	-1348.448	-39.89787	2.388688	0.00173762	0.00377616	0.00475159	0.00392534	0.00183134	0.00313751	1.46086	3.1747	3.99476	3.30012	1.53964	2.63777	0.00237608	1.99762	0.0344885	28.9952	0.731297	1.58924	1.99976	1.65202	0.770738	1.32045	2.38869	2.38869	0.10669	0.10669	0.10669	0.10669	0.10669	0.10669	0.10669	0.10669	0.10669	0.10669	0.10669	0.10669	0.10669	0.10669	0.10669	0.10669	0.10669	0.10669	0.10669	0.10669	0.10669	0.10669	0.10669	0.10669	0.10669	0.10669	0.10669	0.10669	0.10669	0.10669	0.1066899	4.992114
139	-1388.268	-1350.174	-38.09455	2.388688	0.00767799	0.0138487	0.017426	0.0143958	0.00541314	0.0110995	1.75453	3.16462	3.98209	3.28964	1.23698	2.5364	0.00871407	1.99129	0.0661521	15.1167	0.881103	1.58924	1.99976	1.65202	0.621195	1.27375	2.38869	2.38869	0.0954738	0.0954738	0.0954738	0.0954738	0.0954738	0.0954738	0.0954738	0.0954738	0.0954738	0.0954738	0.0954738	0.0954738	0.0954738	0.0954738	0.0954738	0.0954738	0.0954738	0.0954738	0.0954738	0.0954738	0.0954738	0.0954738	0.0954738	0.0954738	0.0954738	0.0954738	0.0954738	0.0954738	0.0954738	0.0954738	0.09547378	4.026448
140	-1388.19	-1349.922	-38.26778	2.173871	0.00136863	0.00230741	0.0027609	0.00239857	0.00091504	0.00155168	1.88393	3.17617	3.80039	3.30164	1.25956	2.1359	0.0014519	1.99855	0.0269532	37.1013	0.942651	1.58924	1.90158	1.65202	0.630237	1.06872	2.17387	2.17387	0.0954738	0.0954738	0.0954738	0.0954738	0.0954738	0.0954738	0.0954738	0.0954738	0.0954738	0.0954738	0.0954738	0.0954738	0.0954738	0.0954738	0.0954738	0.0954738	0.0954738	0.0954738	0.0954738	0.0954738	0.0954738	0.0954738	0.0954738	0.0954738	0.0954738	0.0954738	0.0954738	0.0954738	0.0954738	0.0954738	0.09547378	5.357608
141	-1387.073	-1348.873	-38.20033	2.18504	0.00100921	0.00230741	0.0027609	0.00239857	0.00091455	0.00162872	1.38919	3.17617	3.80039	3.30164	1.25888	2.24195	0.0014519	1.99855	0.0269532	37.1013	0.695099	1.58924	1.90158	1.65202	0.629899	1.12179	2.18504	2.18504	0.105272	0.105272	0.105272	0.105272	0.105272	0.105272	0.105272	0.105272	0.105272	0.105272	0.105272	0.105272	0.105272	0.105272	0.105272	0.105272	0.105272	0.105272	0.105272	0.105272	0.105272	0.105272	0.105272	0.105272	0.105272	0.105272	0.105272	0.105272	0.105272	0.105272	0.1052718	5.357608
142	-1389.366	-1350.753	-38.61322	2.183266	0.00163111	0.00230741	0.00281469	0.00239857	0.00091455	0.00162872	2.24524	3.17617	3.87444	3.30164	1.25888	2.24195	0.0014519	1.99855	0.0269532	37.1013	1.12344	1.58924	1.93863	1.65202	0.629899	1.12179	2.18327	2.18327	0.0974633	0.0974633	0.0974633	0.0974633	0.0974633	0.0974633	0.0974633	0.0974633	0.0974633	0.0974633	0.0974633	0.0974633	0.0974633	0.0974633	0.0974633	0.0974633	0.0974633	0.0974633	0.0974633	0.0974633	0.0974633	0.0974633	0.0974633	0.0974633	0.0974633	0.0974633	0.0974633	0.0974633	0.0974633	0.0974633	0.09746327	5.357608
143	-1386.759	-1348.526	-38.23334	2.203712	0.00114054	0.00230741	0.00281469	0.00239857	0.00091455	0.00132461	1.56996	3.17617	3.87444	3.30164	1.25888	1.82334	0.0014519	1.99855	0.0269532	37.1013	0.785552	1.58924	1.93863	1.65202	0.629899	0.912332	2.20371	2.20371	0.0974633	0.0974633	0.0974633	0.0974633	0.0974633	0.0974633	0.0974633	0.0974633	0.0974633	0.0974633	0.0974633	0.0974633	0.0974633	0.0974633	0.0974633	0.0974633	0.0974633	0.0974633	0.0974633	0.0974633	0.0974633	0.0974633	0.0974633	0.0974633	0.0974633	0.0974633	0.0974633	0.0974633	0.0974633	0.0974633	0.09746327	5.357608
144	-1387.672	-1351.428	-36.24355	2.226437	0.00558337	0.0105335	0.0143096	0.0117938	0.00464947	0.00673418	1.50726	2.84358	3.86295	3.18379	1.25515	1.81793	0.00738129	1.99262	0.0608631	16.4303	0.756422	1.42706	1.93863	1.59779	0.629899	0.912332	2.22644	2.22644	0.100863	0.100863	0.100863	0.100863	0.100863	0.100863	0.100863	0.100863	0.100863	0.100863	0.100863	0.100863	0.100863	0.100863	0.100863	0.100863	0.100863	0.100863	0.100863	0.100863	0.100863	0.100863	0.100863	0.100863	0.100863	0.100863	0.100863	0.100863	0.100863	0.100863	0.1008626	4.149994
145	-1385.934	-1349.391	-36.54305	2.226437	0.00431489	0.0102888	0.012327	0.0101597	0.00494069	0.00516851	1.35286	3.2259	3.86493	3.18542	1.54907	1.62051	0.00635861	1.99364	0.0564752	17.7069	0.678589	1.6181	1.93863	1.59779	0.777008	0.812837	2.22644	2.22644	0.100863	0.100863	0.100863	0.100863	0.100863	0.100863	0.100863	0.100863	0.100863	0.100863	0.100863	0.100863	0.100863	0.100863	0.100863	0.100863	0.100863	0.100863	0.100863	0.100863	0.100863	0.100863	0.100863	0.100863	0.100863	0.100863	0.100863	0.100863	0.100863	0.100863	0.1008626	4.260931
146	-1388.149	-1350.165	-37.98441	2.164989	0.00198603	0.0036371	0.00435758	0.00359146	0.00204712	0.00237945	1.76513	3.23256	3.8729	3.19199	1.81943	2.11479	0.00224776	1.99775	0.0335432	29.8123	0.883556	1.6181	1.93863	1.59779	0.910737	1.05859	2.16499	2.16499	0.100863	0.100863	0.100863	0.100863	0.100863	0.100863	0.100863	0.100863	0.100863	0.100863	0.100863	0.100863	0.100863	0.100863	0.100863	0.100863	0.100863	0.100863	0.100863	0.100863	0.100863	0.100863	0.100863	0.100863	0.100863	0.100863	0.100863	0.100863	0.100863	0.100863	0.1008626	5.033317
147	-1388.635	-1349.97	-38.66496	2.389145	0.00311678	0.00858619	0.010287	0.00847844	0.00502702	0.00625289	1.17162	3.22761	3.86697	3.18711	1.88969	2.3505	0.00530635	1.99469	0.0515774	19.3883	0.587368	1.6181	1.93863	1.59779	0.94736	1.17838	2.38914	2.38914	0.100863	0.100863	0.100863	0.100863	0.100863	0.100863	0.100863	0.100863	0.100863	0.100863	0.100863	0.100863	0.100863	0.100863	0.100863	0.100863	0.100863	0.100863	0.100863	0.100863	0.100863	0.100863	0.100863	0.100863	0.100863	0.100863	0.100863	0.100863	0.100863	0.100863	0.1008626	4.395428
148	-1389.61	-1349.177	-40.43328	2.282865	0.000645792	0.00135358	0.00162171	0.00133659	0.000782245	0.00113646	1.54334	3.23484	3.87563	3.19425	1.86944	2.71597	0.000836525	1.99916	0.0204557	48.886	0.771994	1.6181	1.93863	1.59779	0.935112	1.35855	2.28287	2.28287	0.100986	0.100986	0.100986	0.100986	0.100986	0.100986	0.100986	0.100986	0.100986	0.100986	0.100986	0.100986	0.100986	0.100986	0.100986	0.100986	0.100986	0.100986	0.100986	0.100986	0.100986	0.100986	0.100986	0.100986	0.100986	0.100986	0.100986	0.100986	0.100986	0.100986	0.100986	5.766569
149	-1390.488	-1350.357	-40.13097	2.282865	0.000526773	0.0012385	0.00160971	0.00133659	0.000782245	0.00113646	1.25891	2.95981	3.84696	3.19425	1.86944	2.71597	0.000836525	1.99916	0.0204557	48.886	0.629716	1.48053	1.92429	1.59779	0.935112	1.35855	2.28287	2.28287	0.100728	0.100728	0.100728	0.100728	0.100728	0.100728	0.100728	0.100728	0.100728	0.100728	0.100728	0.100728	0.100728	0.100728	0.100728	0.100728	0.100728	0.100728	0.100728	0.100728	0.100728	0.100728	0.100728	0.100728	0.100728	0.100728	0.100728	0.100728	0.100728	0.100728	0.1007275	5.766569
150	-1389.772	-1349.448	-40.32404	2.306115	0.000768469	0.00128101	0.00160971	0.00133659	0.000782245	0.000740633	1.83652	3.0614	3.84696	3.19425	1.86944	1.77	0.000836525	1.99916	0.0204557	48.886	0.918644	1.53134	1.92429	1.59779	0.935112	0.885369	2.30612	2.30612	0.100728	0.100728	0.100728	0.100728	0.100728	0.100728	0.100728	0.100728	0.100728	0.100728	0.100728	0.100728	0.100728	0.100728	0.100728	0.100728	0.100728	0.100728	0.100728	0.100728	0.100728	0.100728	0.100728	0.100728	0.100728	0.100728	0.100728	0.100728	0.100728	0.100728	0.1007275	5.766569
151	-1389.475	-1353.62	-35.85538	2.178053	0.0164911	0.0231932	0.0291446	0.0241997	0.0112064	0.0199937	2.16117	3.03949	3.81943	3.17138	1.46861	2.62019	0.0151457	1.98485	0.0873535	11.4477	1.08883	1.53134	1.92429	1.59779	0.739908	1.32009	2.17805	2.17805	0.100728	0.100728	0.100728	0.100728	0.100728	0.100728	0.100728	0.100728	0.100728	0.100728	0.100728	0.100728	0.100728	0.100728	0.100728	0.100728	0.100728	0.100728	0.100728	0.100728	0.100728	0.100728	0.100728	0.100728	0.100728	0.100728	0.100728	0.100728	0.100728	0.100728	0.1007275	3.614277
152	-1388.468	-1352.224	-36.24425	2.112189	0.00455979	0.00729387	0.00916549	0.00761037	0.00377308	0.00395278	1.91009	3.05539	3.83941	3.18797	1.58054	1.65581	0.00476306	1.99524	0.0488591	20.467	0.957324	1.53134	1.92429	1.59779	0.792156	0.829882	2.11219	2.11219	0.106049	0.106049	0.106049	0.106049	0.106049	0.106049	0.106049	0.106049	0.106049	0.106049	0.106049	0.106049	0.106049	0.106049	0.106049	0.106049	0.106049	0.106049	0.106049	0.106049	0.106049	0.106049	0.106049	0.106049	0.106049	0.106049	0.106049	0.106049	0.106049	0.106049	0.1060485	4.475701
153	-1386.235	-1348.997	-37.23842	2.23185	0.00349159	0.00729387	0.00916549	0.00761037	0.00403848	0.00476138	1.46262	3.05539	3.83941	3.18797	1.69171	1.99454	0.00476306	1.99524	0.0488591	20.467	0.733057	1.53134	1.92429	1.59779	0.847876	0.999649	2.23185	2.23185	0.0979436	0.0979436	0.0979436	0.0979436	0.0979436	0.0979436	0.0979436	0.0979436	0.0979436	0.0979436	0.0979436	0.0979436	0.0979436	0.0979436	0.0979436	0.0979436	0.0979436	0.0979436	0.0979436	0.0979436	0.0979436	0.0979436	0.0979436	0.0979436	0.0979436	0.0979436	0.0979436	0.0979436	0.0979436	0.0979436	0.09794364	4.475701
154	-1392.429	-1357.192	-35.23637	1.977264	0.00569758	0.00729387	0.00916549	0.00732596	0.00354245	0.00476138	2.38671	3.05539	3.83941	3.06883	1.48393	1.99454	0.00476306	1.99524	0.0488591	20.467	1.1962	1.53134	1.92429	1.53808	0.743734	0.999649	1.97726	1.97726	0.0952284	0.0952284	0.0952284	0.0952284	0.0952284	0.0952284	0.0952284	0.0952284	0.0952284	0.0952284	0.0952284	0.0952284	0.0952284	0.0952284	0.0952284	0.0952284	0.0952284	0.0952284	0.0952284	0.0952284	0.0952284	0.0952284	0.0952284	0.0952284	0.0952284	0.0952284	0.0952284	0.0952284	0.0952284	0.0952284	0.09522835	4.475701
155	-1388.181	-1351.22	-36.96126	2.212589	0.00345929	0.00652174	0.00834901	0.00655043	0.00332459	0.00342856	1.62106	3.05616	3.91245	3.06961	1.55794	1.60667	0.00425884	1.99574	0.0461948	21.6474	0.812261	1.53134	1.9604	1.53808	0.780633	0.805047	2.21259	2.21259	0.0948232	0.0948232	0.0948232	0.0948232	0.0948232	0.0948232	0.0948232	0.0948232	0.0948232	0.0948232	0.0948232	0.0948232	0.0948232	0.0948232	0.0948232	0.0948232	0.0948232	0.0948232	0.0948232	0.0948232	0.0948232	0.0948232	0.0948232	0.0948232	0.0948232	0.0948232	0.0948232	0.0948232	0.0948232	0.0948232	0.09482323	4.558835
