Iteration	Posterior	Likelihood	Prior	h	lambda[1]	lambda[2]	lambda[3]	lambda[4]	lambda[5]	lambda[6]	lambda[7]	lambda[8]	lambda[9]	lambda[10]	lambda[11]	lambda[12]	lambda_hid[1]	lambda_hid[2]	lambda_hid_unorm[1]	lambda_hid_unorm[2]	lambda_obs[1]	lambda_obs[2]	lambda_obs[3]	lambda_obs[4]	lambda_obs[5]	lambda_obs[6]	lambda_obscomm	q_hid[1]	q_hid[2]	q_obs[1]	q_obs[2]	q_obs[3]	q_obs[4]	q_obs[5]	q_obs[6]	q_obs[7]	q_obs[8]	q_obs[9]	q_obs[10]	q_obs[11]	q_obs[12]	q_obs[13]	q_obs[14]	q_obs[15]	q_obs[16]	q_obs[17]	q_obs[18]	q_obs[19]	q_obs[20]	q_obs[21]	q_obs[22]	q_obs[23]	q_obs[24]	q_obs[25]	q_obs[26]	q_obs[27]	q_obs[28]	q_obs[29]	q_obs[30]	sig0
158	-1217.696	-1215.761	-1.93498	2.046276	0.00937397	0.00937397	0.00937397	0.00937397	0.00937397	0.00937397	3.32371	3.32371	3.32371	3.32371	3.32371	3.32371	0.0056248	1.99438	0.0531068	18.83	1.66654	1.66654	1.66654	1.66654	1.66654	1.66654	1.666543	2.04628	2.04628	0.00866097	0.0724207	0.0151621	0.0342393	0.0176433	0.00866097	0.0996043	0.103986	0.0752476	0.0060371	0.0724207	0.0996043	0.309379	0.0777567	0.0603844	0.0151621	0.103986	0.309379	0.0908637	0.0223907	0.0342393	0.0752476	0.0777567	0.0908637	0.0285015	0.0176433	0.0060371	0.0603844	0.0223907	0.0285015	4.352105
159	-1219.669	-1217.888	-1.781261	2.007019	0.0117263	0.0117263	0.0117263	0.0117263	0.0117263	0.0117263	3.32136	3.32136	3.32136	3.32136	3.32136	3.32136	0.00703628	1.99296	0.0594185	16.8298	1.66654	1.66654	1.66654	1.66654	1.66654	1.66654	1.666543	2.00702	2.00702	0.0118216	0.052788	0.0142592	0.031741	0.0252034	0.0118216	0.122809	0.118796	0.0913121	0.0088729	0.052788	0.122809	0.290371	0.0793266	0.0649271	0.0142592	0.118796	0.290371	0.109154	0.0295705	0.031741	0.0913121	0.0793266	0.109154	0.0248155	0.0252034	0.0088729	0.0649271	0.0295705	0.0248155	4.185608
160	-1219.591	-1215.602	-3.98915	2.213022	0.00996633	0.00996633	0.00996633	0.00996633	0.00996633	0.00996633	3.32312	3.32312	3.32312	3.32312	3.32312	3.32312	0.00598024	1.99402	0.0547639	18.2602	1.66654	1.66654	1.66654	1.66654	1.66654	1.66654	1.666543	2.21302	2.21302	0.00847491	0.0635277	0.0207611	0.0396977	0.0318008	0.00847491	0.107313	0.108135	0.0999859	0.0127829	0.0635277	0.107313	0.290371	0.0684891	0.0534493	0.0207611	0.108135	0.290371	0.116909	0.0340797	0.0396977	0.0999859	0.0684891	0.116909	0.0358737	0.0318008	0.0127829	0.0534493	0.0340797	0.0358737	4.30655
161	-1222.426	-1216.663	-5.76269	2.424092	0.00996633	0.00996633	0.00996633	0.00996633	0.00996633	0.00996633	3.32312	3.32312	3.32312	3.32312	3.32312	3.32312	0.00598024	1.99402	0.0547639	18.2602	1.66654	1.66654	1.66654	1.66654	1.66654	1.66654	1.666543	2.42409	2.42409	0.00939778	0.0635277	0.0275475	0.047531	0.0186058	0.00939778	0.10481	0.108135	0.125254	0.00974074	0.0635277	0.10481	0.290371	0.0850655	0.0527765	0.0275475	0.108135	0.290371	0.0814731	0.0275489	0.047531	0.125254	0.0850655	0.0814731	0.0252723	0.0186058	0.00974074	0.0527765	0.0275489	0.0252723	4.30655
162	-1224.764	-1214.417	-10.34644	2.424092	0.000245163	0.000245163	0.000245163	0.000245163	0.000245163	0.000245163	3.33284	3.33284	3.33284	3.33284	3.33284	3.33284	0.000147109	1.99985	0.0085767	116.595	1.66654	1.66654	1.66654	1.66654	1.66654	1.66654	1.666543	2.42409	2.42409	0.0127579	0.0720156	0.025429	0.0478166	0.023235	0.0127579	0.10481	0.100136	0.113444	0.00874172	0.0720156	0.10481	0.283509	0.0700978	0.0658129	0.025429	0.100136	0.283509	0.0814731	0.031017	0.0478166	0.113444	0.0700978	0.0814731	0.0284426	0.023235	0.00874172	0.0658129	0.031017	0.0284426	7.055267
163	-1224.736	-1219.827	-4.909771	2.062407	0.00391012	0.00391012	0.00391012	0.00391012	0.00391012	0.00391012	3.32918	3.32918	3.32918	3.32918	3.32918	3.32918	0.00234625	1.99765	0.034271	29.1792	1.66654	1.66654	1.66654	1.66654	1.66654	1.66654	1.666543	2.06241	2.06241	0.0130417	0.0713733	0.0263152	0.0794522	0.0542245	0.0130417	0.113291	0.100136	0.113166	0.00568397	0.0713733	0.113291	0.329663	0.0743057	0.083073	0.0263152	0.100136	0.329663	0.0839876	0.0336722	0.0794522	0.113166	0.0743057	0.0839876	0.032382	0.0542245	0.00568397	0.083073	0.0336722	0.032382	5.001493
164	-1223.34	-1218.456	-4.883983	2.090686	0.00301038	0.00301038	0.00301038	0.00301038	0.00301038	0.00301038	3.33008	3.33008	3.33008	3.33008	3.33008	3.33008	0.00180636	1.99819	0.0300666	33.2595	1.66654	1.66654	1.66654	1.66654	1.66654	1.66654	1.666543	2.09069	2.09069	0.0130417	0.0540538	0.0277473	0.0447494	0.0445025	0.0130417	0.113291	0.0896496	0.125466	0.00501106	0.0540538	0.113291	0.313147	0.0743057	0.0856479	0.0277473	0.0896496	0.313147	0.0839876	0.0336722	0.0447494	0.125466	0.0743057	0.0839876	0.0379213	0.0445025	0.00501106	0.0856479	0.0336722	0.0379213	5.195544
165	-1223.522	-1218.906	-4.615677	2.069663	0.00301038	0.00301038	0.00301038	0.00301038	0.00301038	0.00301038	3.33008	3.33008	3.33008	3.33008	3.33008	3.33008	0.00180636	1.99819	0.0300666	33.2595	1.66654	1.66654	1.66654	1.66654	1.66654	1.66654	1.666543	2.06966	2.06966	0.016723	0.0627734	0.0327151	0.0338923	0.0486029	0.016723	0.10709	0.0886161	0.0840512	0.00429965	0.0627734	0.10709	0.313147	0.084412	0.0759899	0.0327151	0.0886161	0.313147	0.103818	0.0340566	0.0338923	0.0840512	0.084412	0.103818	0.0473076	0.0486029	0.00429965	0.0759899	0.0340566	0.0473076	5.195544
166	-1222.439	-1218.633	-3.805551	2.154577	0.00844368	0.00844368	0.00844368	0.00844368	0.00844368	0.00844368	3.32464	3.32464	3.32464	3.32464	3.32464	3.32464	0.00506658	1.99493	0.0503957	19.843	1.66654	1.66654	1.66654	1.66654	1.66654	1.66654	1.666543	2.15458	2.15458	0.0122827	0.0644184	0.0312137	0.0535906	0.036957	0.0122827	0.115206	0.10968	0.0862326	0.00408635	0.0644184	0.115206	0.265791	0.084412	0.0605203	0.0312137	0.10968	0.265791	0.102782	0.0399018	0.0535906	0.0862326	0.084412	0.102782	0.0395407	0.036957	0.00408635	0.0605203	0.0399018	0.0395407	4.429793
167	-1223.119	-1218.962	-4.157176	2.255287	0.00844368	0.00844368	0.00844368	0.00844368	0.00844368	0.00844368	3.32464	3.32464	3.32464	3.32464	3.32464	3.32464	0.00506658	1.99493	0.0503957	19.843	1.66654	1.66654	1.66654	1.66654	1.66654	1.66654	1.666543	2.25529	2.25529	0.010611	0.0484607	0.0211568	0.0646088	0.0439228	0.010611	0.128316	0.0921343	0.0746708	0.00326341	0.0484607	0.128316	0.265791	0.0735342	0.0605203	0.0211568	0.0921343	0.265791	0.0806013	0.0453484	0.0646088	0.0746708	0.0735342	0.0806013	0.0319196	0.0439228	0.00326341	0.0605203	0.0453484	0.0319196	4.429793
168	-1223.129	-1218.632	-4.497168	2.283189	0.00749523	0.00749523	0.00749523	0.00749523	0.00749523	0.00749523	3.32559	3.32559	3.32559	3.32559	3.32559	3.32559	0.00449747	1.9955	0.0474743	21.0641	1.66654	1.66654	1.66654	1.66654	1.66654	1.66654	1.666543	2.28319	2.28319	0.00780455	0.049132	0.0138673	0.0538813	0.0403103	0.00780455	0.118237	0.0921343	0.0805717	0.00399212	0.049132	0.118237	0.258744	0.0635213	0.0814229	0.0138673	0.0921343	0.258744	0.0946324	0.0476454	0.0538813	0.0805717	0.0635213	0.0946324	0.0321012	0.0403103	0.00399212	0.0814229	0.0476454	0.0321012	4.518331
169	-1220.58	-1216.783	-3.797162	2.255572	0.0125673	0.0125673	0.0125673	0.0125673	0.0125673	0.0125673	3.32052	3.32052	3.32052	3.32052	3.32052	3.32052	0.00754092	1.99246	0.0615202	16.2548	1.66654	1.66654	1.66654	1.66654	1.66654	1.66654	1.666543	2.25557	2.25557	0.011426	0.0602866	0.0108617	0.0319299	0.0407094	0.011426	0.119243	0.0921343	0.0805717	0.00543942	0.0602866	0.119243	0.29221	0.0745087	0.0773851	0.0108617	0.0921343	0.29221	0.0807089	0.0543669	0.0319299	0.0805717	0.0745087	0.0807089	0.0284351	0.0407094	0.00543942	0.0773851	0.0543669	0.0284351	4.134073
170	-1218.034	-1211.161	-6.872702	2.169255	0.000655336	0.000655336	0.000655336	0.000655336	0.000655336	0.000655336	3.33243	3.33243	3.33243	3.33243	3.33243	3.33243	0.000393231	1.99961	0.0140233	71.3097	1.66654	1.66654	1.66654	1.66654	1.66654	1.66654	1.666543	2.16926	2.16926	0.0122941	0.0666353	0.0108617	0.0377497	0.0462556	0.0122941	0.114863	0.0950592	0.103499	0.00306363	0.0666353	0.114863	0.283514	0.0719344	0.0653452	0.0108617	0.0950592	0.283514	0.10253	0.0354766	0.0377497	0.103499	0.0719344	0.10253	0.0265391	0.0462556	0.00306363	0.0653452	0.0354766	0.0265391	6.326312
171	-1221.458	-1212.208	-9.250074	2.406572	0.000655336	0.000655336	0.000655336	0.000655336	0.000655336	0.000655336	3.33243	3.33243	3.33243	3.33243	3.33243	3.33243	0.000393231	1.99961	0.0140233	71.3097	1.66654	1.66654	1.66654	1.66654	1.66654	1.66654	1.666543	2.40657	2.40657	0.0127716	0.0659063	0.011535	0.0452146	0.0414188	0.0127716	0.114863	0.111014	0.111663	0.00370412	0.0659063	0.114863	0.305917	0.0719344	0.053512	0.011535	0.111014	0.305917	0.081163	0.0280319	0.0452146	0.111663	0.0719344	0.081163	0.0430257	0.0414188	0.00370412	0.053512	0.0280319	0.0430257	6.326312
172	-1223.247	-1215.942	-7.304881	2.134447	0.000655336	0.000655336	0.000655336	0.000655336	0.000655336	0.000655336	3.33243	3.33243	3.33243	3.33243	3.33243	3.33243	0.000393231	1.99961	0.0140233	71.3097	1.66654	1.66654	1.66654	1.66654	1.66654	1.66654	1.666543	2.13445	2.13445	0.0123482	0.0639871	0.00955703	0.067607	0.0361024	0.0123482	0.0940555	0.127028	0.12127	0.00355463	0.0639871	0.0940555	0.305917	0.0886414	0.0559953	0.00955703	0.127028	0.305917	0.100243	0.0312653	0.067607	0.12127	0.0886414	0.100243	0.0407342	0.0361024	0.00355463	0.0559953	0.0312653	0.0407342	6.326312
173	-1219.3	-1213.502	-5.797997	2.083458	0.000655336	0.000655336	0.000655336	0.000655336	0.000655336	0.000655336	3.33243	3.33243	3.33243	3.33243	3.33243	3.33243	0.000393231	1.99961	0.0140233	71.3097	1.66654	1.66654	1.66654	1.66654	1.66654	1.66654	1.666543	2.08346	2.08346	0.0115909	0.0600605	0.00955703	0.051522	0.0261396	0.0115909	0.10377	0.106736	0.0957511	0.00420039	0.0600605	0.10377	0.276187	0.0900644	0.0644257	0.00955703	0.106736	0.276187	0.0710957	0.0253568	0.051522	0.0957511	0.0900644	0.0710957	0.0459015	0.0261396	0.00420039	0.0644257	0.0253568	0.0459015	6.326312
174	-1220.363	-1215.503	-4.860275	2.104671	0.00240721	0.00240721	0.00240721	0.00240721	0.00240721	0.00240721	3.30109	3.30109	3.30109	3.30109	3.30109	3.30109	0.00145737	1.99854	0.027004	37.0316	1.65175	1.65175	1.65175	1.65175	1.65175	1.65175	1.651749	2.10467	2.10467	0.0137269	0.0609846	0.00876187	0.0757871	0.0277883	0.0137269	0.121725	0.0962328	0.0775278	0.00396125	0.0609846	0.121725	0.275405	0.0992183	0.0631262	0.00876187	0.0962328	0.275405	0.0863809	0.035414	0.0757871	0.0775278	0.0992183	0.0863809	0.0546247	0.0277883	0.00396125	0.0631262	0.035414	0.0546247	5.354819
175	-1227.672	-1224.022	-3.649892	2.104671	0.00494774	0.00494774	0.00494774	0.00494774	0.00494774	0.00494774	3.25803	3.25803	3.25803	3.25803	3.25803	3.25803	0.00303265	1.99697	0.0389696	25.6611	1.63149	1.63149	1.63149	1.63149	1.63149	1.63149	1.63149	2.10467	2.10467	0.0140592	0.0546254	0.00673388	0.084039	0.032785	0.0140592	0.0936231	0.0728708	0.110732	0.0064566	0.0546254	0.0936231	0.267748	0.100596	0.0631262	0.00673388	0.0728708	0.267748	0.0719412	0.0537647	0.084039	0.110732	0.100596	0.0719412	0.036953	0.032785	0.0064566	0.0631262	0.0537647	0.036953	4.811006
176	-1231.162	-1227.536	-3.625548	2.046707	0.00494774	0.00494774	0.00494774	0.00494774	0.00494774	0.00494774	3.25803	3.25803	3.25803	3.25803	3.25803	3.25803	0.00303265	1.99697	0.0389696	25.6611	1.63149	1.63149	1.63149	1.63149	1.63149	1.63149	1.63149	2.04671	2.04671	0.00926245	0.05212	0.00587063	0.107861	0.0348881	0.00926245	0.0875241	0.0852898	0.103845	0.00721975	0.05212	0.0875241	0.335285	0.0794975	0.065975	0.00587063	0.0852898	0.335285	0.0597145	0.0571226	0.107861	0.103845	0.0794975	0.0597145	0.0338452	0.0348881	0.00721975	0.065975	0.0571226	0.0338452	4.811006
177	-1226.75	-1223.198	-3.552077	2.046707	0.0051875	0.0051875	0.0051875	0.0051875	0.0051875	0.0051875	3.41592	3.41592	3.41592	3.41592	3.41592	3.41592	0.00303265	1.99697	0.0389696	25.6611	1.71055	1.71055	1.71055	1.71055	1.71055	1.71055	1.710552	2.04671	2.04671	0.00863149	0.051771	0.00654021	0.107861	0.0355461	0.00863149	0.0875241	0.104896	0.104227	0.00540978	0.051771	0.0875241	0.275646	0.0936495	0.0683189	0.00654021	0.104896	0.275646	0.0760438	0.0561136	0.107861	0.104227	0.0936495	0.0760438	0.0297598	0.0355461	0.00540978	0.0683189	0.0561136	0.0297598	4.811006
178	-1226.89	-1222.14	-4.749902	2.170854	0.0051875	0.0051875	0.0051875	0.0051875	0.0051875	0.0051875	3.41592	3.41592	3.41592	3.41592	3.41592	3.41592	0.00303265	1.99697	0.0389696	25.6611	1.71055	1.71055	1.71055	1.71055	1.71055	1.71055	1.710552	2.17085	2.17085	0.0067665	0.0741199	0.00712838	0.102466	0.0359114	0.0067665	0.0875241	0.0760167	0.0900594	0.00680524	0.0741199	0.0875241	0.307464	0.0833048	0.0740001	0.00712838	0.0760167	0.307464	0.0670992	0.0561136	0.102466	0.0900594	0.0833048	0.0670992	0.0457092	0.0359114	0.00680524	0.0740001	0.0561136	0.0457092	4.811006
179	-1228.378	-1224.857	-3.520689	1.974897	0.00454867	0.00454867	0.00454867	0.00454867	0.00454867	0.00454867	3.41655	3.41655	3.41655	3.41655	3.41655	3.41655	0.00265918	1.99734	0.0364878	27.4064	1.71055	1.71055	1.71055	1.71055	1.71055	1.71055	1.710552	1.9749	1.9749	0.00665535	0.0741199	0.00712838	0.102466	0.0359114	0.00665535	0.0875241	0.0882787	0.0997068	0.00737917	0.0741199	0.0875241	0.307464	0.106681	0.0603952	0.00712838	0.0882787	0.307464	0.0693123	0.0503644	0.102466	0.0997068	0.106681	0.0693123	0.058566	0.0359114	0.00737917	0.0603952	0.0503644	0.058566	4.908565
180	-1225.974	-1219.47	-6.504286	2.328622	0.00533127	0.00533127	0.00533127	0.00533127	0.00533127	0.00533127	3.41577	3.41577	3.41577	3.41577	3.41577	3.41577	0.0031167	1.99688	0.0395067	25.3122	1.71055	1.71055	1.71055	1.71055	1.71055	1.71055	1.710552	2.32862	2.32862	0.00872825	0.0642185	0.00611027	0.100778	0.0351253	0.00872825	0.0875241	0.0861928	0.0911545	0.00737917	0.0642185	0.0875241	0.307464	0.11129	0.0725485	0.00611027	0.0861928	0.307464	0.0693123	0.0460455	0.100778	0.0911545	0.11129	0.0693123	0.0670146	0.0351253	0.00737917	0.0725485	0.0460455	0.0670146	4.79071
181	-1224.693	-1217.047	-7.645929	2.428152	0.00533127	0.00533127	0.00533127	0.00533127	0.00533127	0.00533127	3.41577	3.41577	3.41577	3.41577	3.41577	3.41577	0.0031167	1.99688	0.0395067	25.3122	1.71055	1.71055	1.71055	1.71055	1.71055	1.71055	1.710552	2.42815	2.42815	0.0074361	0.0823513	0.00748745	0.12507	0.0377669	0.0074361	0.0955194	0.0929926	0.0856325	0.00600441	0.0823513	0.0955194	0.307464	0.0969883	0.0640817	0.00748745	0.0929926	0.307464	0.0693123	0.0387934	0.12507	0.0856325	0.0969883	0.0693123	0.070929	0.0377669	0.00600441	0.0640817	0.0387934	0.070929	4.79071
182	-1228.57	-1217.979	-10.59136	2.190596	9.12675e-05	9.12675e-05	9.12675e-05	9.12675e-05	9.12675e-05	9.12675e-05	3.42101	3.42101	3.42101	3.42101	3.42101	3.42101	5.33556e-05	1.99995	0.00516512	193.606	1.71055	1.71055	1.71055	1.71055	1.71055	1.71055	1.710552	2.1906	2.1906	0.00602887	0.0823513	0.0101283	0.132911	0.0765231	0.00602887	0.092326	0.108955	0.0837372	0.00479184	0.0823513	0.092326	0.307389	0.0772519	0.0516602	0.0101283	0.108955	0.307389	0.0716998	0.0324551	0.132911	0.0837372	0.0772519	0.0716998	0.0470968	0.0765231	0.00479184	0.0516602	0.0324551	0.0470968	7.807126
183	-1226.291	-1219.142	-7.149275	2.254568	0.00264752	0.00264752	0.00264752	0.00264752	0.00264752	0.00264752	3.41846	3.41846	3.41846	3.41846	3.41846	3.41846	0.00154776	1.99845	0.0278295	35.9331	1.71055	1.71055	1.71055	1.71055	1.71055	1.71055	1.710552	2.25457	2.25457	0.0130978	0.0823055	0.0109146	0.132911	0.111205	0.0130978	0.119327	0.116905	0.0837372	0.00424043	0.0823055	0.119327	0.270895	0.0755759	0.0516602	0.0109146	0.116905	0.270895	0.0693519	0.0237559	0.132911	0.0837372	0.0755759	0.0693519	0.0429731	0.111205	0.00424043	0.0516602	0.0237559	0.0429731	5.310177
184	-1230.08	-1219.706	-10.37363	2.407845	0.00144995	0.00144995	0.00144995	0.00144995	0.00144995	0.00144995	3.41965	3.41965	3.41965	3.41965	3.41965	3.41965	0.000847652	1.99915	0.0205914	48.564	1.71055	1.71055	1.71055	1.71055	1.71055	1.71055	1.710552	2.40784	2.40784	0.0119486	0.0881816	0.0102226	0.145583	0.198793	0.0119486	0.119327	0.11036	0.0980179	0.00647257	0.0881816	0.119327	0.262624	0.0721373	0.0526249	0.0102226	0.11036	0.262624	0.0802826	0.032579	0.145583	0.0980179	0.0721373	0.0802826	0.0397694	0.198793	0.00647257	0.0526249	0.032579	0.0397694	5.75677
185	-1225.83	-1218.476	-7.353442	2.218801	0.00771506	0.00771506	0.00771506	0.00771506	0.00771506	0.00771506	3.41339	3.41339	3.41339	3.41339	3.41339	3.41339	0.00451027	1.99549	0.0475419	21.0341	1.71055	1.71055	1.71055	1.71055	1.71055	1.71055	1.710552	2.2188	2.2188	0.0155955	0.0637488	0.00924536	0.138562	0.226761	0.0155955	0.110291	0.0985922	0.120018	0.00392347	0.0637488	0.110291	0.315769	0.0931474	0.074622	0.00924536	0.0985922	0.315769	0.0788071	0.0329817	0.138562	0.120018	0.0931474	0.0788071	0.0342542	0.226761	0.00392347	0.074622	0.0329817	0.0342542	4.516219
186	-1224.805	-1217.74	-7.064396	2.274936	0.00771506	0.00771506	0.00771506	0.00771506	0.00771506	0.00771506	3.41339	3.41339	3.41339	3.41339	3.41339	3.41339	0.00451027	1.99549	0.0475419	21.0341	1.71055	1.71055	1.71055	1.71055	1.71055	1.71055	1.710552	2.27494	2.27494	0.0105017	0.0636557	0.0114828	0.137882	0.239787	0.0105017	0.110291	0.073705	0.112947	0.00316238	0.0636557	0.110291	0.270518	0.0910818	0.0767046	0.0114828	0.073705	0.270518	0.0822612	0.0257493	0.137882	0.112947	0.0910818	0.0822612	0.0184322	0.239787	0.00316238	0.0767046	0.0257493	0.0184322	4.516219
187	-1229.486	-1222.572	-6.913476	2.242844	0.00969187	0.00969187	0.00969187	0.00969187	0.00969187	0.00969187	3.41141	3.41141	3.41141	3.41141	3.41141	3.41141	0.00566593	1.99433	0.0533012	18.7613	1.71055	1.71055	1.71055	1.71055	1.71055	1.71055	1.710552	2.24284	2.24284	0.0110882	0.0816535	0.0113182	0.214035	0.181218	0.0110882	0.106206	0.0884056	0.0836611	0.00146986	0.0816535	0.106206	0.308455	0.0867299	0.0819499	0.0113182	0.0884056	0.308455	0.0719473	0.0273091	0.214035	0.0836611	0.0867299	0.0719473	0.0199216	0.181218	0.00146986	0.0819499	0.0273091	0.0199216	4.346689
188	-1230.828	-1222.227	-8.601255	2.242844	0.00312913	0.00312913	0.00312913	0.00312913	0.00312913	0.00312913	3.41797	3.41797	3.41797	3.41797	3.41797	3.41797	0.00182931	1.99817	0.0302571	33.0501	1.71055	1.71055	1.71055	1.71055	1.71055	1.71055	1.710552	2.24284	2.24284	0.0110882	0.0689641	0.0116824	0.226423	0.191661	0.0110882	0.1477	0.0812284	0.0950602	0.00137101	0.0689641	0.1477	0.297033	0.085181	0.0754671	0.0116824	0.0812284	0.297033	0.0719473	0.0206766	0.226423	0.0950602	0.085181	0.0719473	0.0192322	0.191661	0.00137101	0.0754671	0.0206766	0.0192322	5.186178
189	-1227.894	-1218.047	-9.847428	2.435442	0.00312913	0.00312913	0.00312913	0.00312913	0.00312913	0.00312913	3.41797	3.41797	3.41797	3.41797	3.41797	3.41797	0.00182931	1.99817	0.0302571	33.0501	1.71055	1.71055	1.71055	1.71055	1.71055	1.71055	1.710552	2.43544	2.43544	0.0134198	0.0463545	0.0120305	0.189057	0.131945	0.0134198	0.114494	0.0996357	0.107912	0.00109872	0.0463545	0.114494	0.306021	0.0863514	0.0754671	0.0120305	0.0996357	0.306021	0.109864	0.0268314	0.189057	0.107912	0.0863514	0.109864	0.0296887	0.131945	0.00109872	0.0754671	0.0268314	0.0296887	5.186178
190	-1231.187	-1223.623	-7.564075	2.151655	0.00312913	0.00312913	0.00312913	0.00312913	0.00312913	0.00312913	3.41797	3.41797	3.41797	3.41797	3.41797	3.41797	0.00182931	1.99817	0.0302571	33.0501	1.71055	1.71055	1.71055	1.71055	1.71055	1.71055	1.710552	2.15165	2.15165	0.0134708	0.0442744	0.0124663	0.206262	0.148042	0.0134708	0.117573	0.0715621	0.124173	0.00101248	0.0442744	0.117573	0.324771	0.0768462	0.0802168	0.0124663	0.0715621	0.324771	0.106095	0.0222982	0.206262	0.124173	0.0768462	0.106095	0.0319402	0.148042	0.00101248	0.0802168	0.0222982	0.0319402	5.186178
191	-1224.269	-1219.382	-4.887653	2.150608	0.0114388	0.0114388	0.0114388	0.0114388	0.0114388	0.0114388	3.40966	3.40966	3.40966	3.40966	3.40966	3.40966	0.0066872	1.99331	0.0579208	17.265	1.71055	1.71055	1.71055	1.71055	1.71055	1.71055	1.710552	2.15061	2.15061	0.0101588	0.045504	0.0178789	0.0930224	0.148042	0.0101588	0.117573	0.0894352	0.0918031	0.00125031	0.045504	0.117573	0.308152	0.0889216	0.0866456	0.0178789	0.0894352	0.308152	0.114911	0.0260059	0.0930224	0.0918031	0.0889216	0.114911	0.0270134	0.148042	0.00125031	0.0866456	0.0260059	0.0270134	4.223458
192	-1224.759	-1218.438	-6.321941	2.150608	0.00505866	0.00505866	0.00505866	0.00505866	0.00505866	0.00505866	3.41604	3.41604	3.41604	3.41604	3.41604	3.41604	0.00295733	1.99704	0.0384819	25.9863	1.71055	1.71055	1.71055	1.71055	1.71055	1.71055	1.710552	2.15061	2.15061	0.0128071	0.0751705	0.00964436	0.0930224	0.131898	0.0128071	0.125433	0.0753338	0.108417	0.00138219	0.0751705	0.125433	0.317462	0.0945202	0.0866456	0.00964436	0.0753338	0.317462	0.112691	0.0272615	0.0930224	0.108417	0.0945202	0.112691	0.039695	0.131898	0.00138219	0.0866456	0.0272615	0.039695	4.829678
193	-1228.978	-1218.757	-10.22087	2.150608	0.000291602	0.000291602	0.000291602	0.000291602	0.000291602	0.000291602	3.42081	3.42081	3.42081	3.42081	3.42081	3.42081	0.000170472	1.99983	0.00923274	108.31	1.71055	1.71055	1.71055	1.71055	1.71055	1.71055	1.710552	2.15061	2.15061	0.0132467	0.0615558	0.0087528	0.118821	0.138219	0.0132467	0.125433	0.0753338	0.113255	0.00151383	0.0615558	0.125433	0.317462	0.101344	0.0702485	0.0087528	0.0753338	0.317462	0.133685	0.0206035	0.118821	0.113255	0.101344	0.133685	0.0464688	0.138219	0.00151383	0.0702485	0.0206035	0.0464688	6.945991
194	-1223.313	-1218.702	-4.61094	2.147129	0.0120868	0.0120868	0.0120868	0.0120868	0.0120868	0.0120868	3.40902	3.40902	3.40902	3.40902	3.40902	3.40902	0.00706601	1.99293	0.0595444	16.7942	1.71055	1.71055	1.71055	1.71055	1.71055	1.71055	1.710552	2.14713	2.14713	0.00991062	0.0543628	0.0087528	0.0666826	0.123537	0.00991062	0.121935	0.0860413	0.0736539	0.00119582	0.0543628	0.121935	0.317462	0.0715165	0.0704293	0.0087528	0.0860413	0.317462	0.143732	0.0262662	0.0666826	0.0736539	0.0715165	0.143732	0.07136	0.123537	0.00119582	0.0704293	0.0262662	0.07136	4.18247
195	-1220.152	-1213.586	-6.566423	2.341089	0.0120868	0.0120868	0.0120868	0.0120868	0.0120868	0.0120868	3.40902	3.40902	3.40902	3.40902	3.40902	3.40902	0.00706601	1.99293	0.0595444	16.7942	1.71055	1.71055	1.71055	1.71055	1.71055	1.71055	1.710552	2.34109	2.34109	0.00932141	0.0674414	0.00813199	0.0830287	0.0898926	0.00932141	0.118338	0.0860413	0.103581	0.00154997	0.0674414	0.118338	0.317462	0.0773688	0.0720801	0.00813199	0.0860413	0.317462	0.10477	0.0222431	0.0830287	0.103581	0.0773688	0.10477	0.108259	0.0898926	0.00154997	0.0720801	0.0222431	0.108259	4.18247
196	-1221.162	-1216.964	-4.197905	2.122069	0.0119761	0.0119761	0.0119761	0.0119761	0.0119761	0.0119761	3.37779	3.37779	3.37779	3.37779	3.37779	3.37779	0.00706601	1.99293	0.0595444	16.7942	1.69488	1.69488	1.69488	1.69488	1.69488	1.69488	1.694883	2.12207	2.12207	0.0144275	0.0549428	0.00820416	0.0689456	0.1005	0.0144275	0.12348	0.0724884	0.104852	0.00178575	0.0549428	0.12348	0.317462	0.0779267	0.0720801	0.00820416	0.0724884	0.317462	0.100882	0.025913	0.0689456	0.104852	0.0779267	0.100882	0.0832709	0.1005	0.00178575	0.0720801	0.025913	0.0832709	4.18247
197	-1222.822	-1217.294	-5.528022	2.136663	0.00371652	0.00371652	0.00371652	0.00371652	0.00371652	0.00371652	3.49768	3.49768	3.49768	3.49768	3.49768	3.49768	0.00212288	1.99788	0.032597	30.6776	1.7507	1.7507	1.7507	1.7507	1.7507	1.7507	1.750698	2.13666	2.13666	0.0124503	0.0557683	0.00820416	0.0400647	0.10583	0.0124503	0.106614	0.105363	0.0897027	0.00221723	0.0557683	0.106614	0.317462	0.062856	0.0616855	0.00820416	0.105363	0.317462	0.100882	0.0298366	0.0400647	0.0897027	0.062856	0.100882	0.0896678	0.10583	0.00221723	0.0616855	0.0298366	0.0896678	5.075739
