Iteration	Posterior	Likelihood	Prior	h	lambda[1]	lambda[2]	lambda[3]	lambda[4]	lambda[5]	lambda[6]	lambda[7]	lambda[8]	lambda[9]	lambda[10]	lambda[11]	lambda[12]	lambda_hid[1]	lambda_hid[2]	lambda_hid_unorm[1]	lambda_hid_unorm[2]	lambda_obs[1]	lambda_obs[2]	lambda_obs[3]	lambda_obs[4]	lambda_obs[5]	lambda_obs[6]	lambda_obscomm	q_hid[1]	q_hid[2]	q_obs[1]	q_obs[2]	q_obs[3]	q_obs[4]	q_obs[5]	q_obs[6]	q_obs[7]	q_obs[8]	q_obs[9]	q_obs[10]	q_obs[11]	q_obs[12]	q_obs[13]	q_obs[14]	q_obs[15]	q_obs[16]	q_obs[17]	q_obs[18]	q_obs[19]	q_obs[20]	q_obs[21]	q_obs[22]	q_obs[23]	q_obs[24]	q_obs[25]	q_obs[26]	q_obs[27]	q_obs[28]	q_obs[29]	q_obs[30]	q_obscomm	sig0
258	-1423.882	-1395.832	-28.05009	2.286449	0.003031	0.003031	0.003031	0.003031	0.003031	0.003031	3.3961	3.3961	3.3961	3.3961	3.3961	3.3961	0.00178339	1.99822	0.0298746	33.4732	1.69957	1.69957	1.69957	1.69957	1.69957	1.69957	1.699567	2.28645	2.28645	0.100481	0.100481	0.100481	0.100481	0.100481	0.100481	0.100481	0.100481	0.100481	0.100481	0.100481	0.100481	0.100481	0.100481	0.100481	0.100481	0.100481	0.100481	0.100481	0.100481	0.100481	0.100481	0.100481	0.100481	0.100481	0.100481	0.100481	0.100481	0.100481	0.100481	0.100481	5.20504
259	-1423.769	-1395.561	-28.20805	2.30648	0.003031	0.003031	0.003031	0.003031	0.003031	0.003031	3.3961	3.3961	3.3961	3.3961	3.3961	3.3961	0.00178339	1.99822	0.0298746	33.4732	1.69957	1.69957	1.69957	1.69957	1.69957	1.69957	1.699567	2.30648	2.30648	0.0979493	0.0979493	0.0979493	0.0979493	0.0979493	0.0979493	0.0979493	0.0979493	0.0979493	0.0979493	0.0979493	0.0979493	0.0979493	0.0979493	0.0979493	0.0979493	0.0979493	0.0979493	0.0979493	0.0979493	0.0979493	0.0979493	0.0979493	0.0979493	0.0979493	0.0979493	0.0979493	0.0979493	0.0979493	0.0979493	0.09794929	5.20504
260	-1423.767	-1396.862	-26.9047	2.162093	0.003031	0.003031	0.003031	0.003031	0.003031	0.003031	3.3961	3.3961	3.3961	3.3961	3.3961	3.3961	0.00178339	1.99822	0.0298746	33.4732	1.69957	1.69957	1.69957	1.69957	1.69957	1.69957	1.699567	2.16209	2.16209	0.0979493	0.0979493	0.0979493	0.0979493	0.0979493	0.0979493	0.0979493	0.0979493	0.0979493	0.0979493	0.0979493	0.0979493	0.0979493	0.0979493	0.0979493	0.0979493	0.0979493	0.0979493	0.0979493	0.0979493	0.0979493	0.0979493	0.0979493	0.0979493	0.0979493	0.0979493	0.0979493	0.0979493	0.0979493	0.0979493	0.09794929	5.20504
261	-1423.635	-1396.688	-26.94692	2.177102	0.00326432	0.00326432	0.00326432	0.00326432	0.00326432	0.00326432	3.39587	3.39587	3.39587	3.39587	3.39587	3.39587	0.00192068	1.99808	0.0310042	32.2537	1.69957	1.69957	1.69957	1.69957	1.69957	1.69957	1.699567	2.1771	2.1771	0.0979493	0.0979493	0.0979493	0.0979493	0.0979493	0.0979493	0.0979493	0.0979493	0.0979493	0.0979493	0.0979493	0.0979493	0.0979493	0.0979493	0.0979493	0.0979493	0.0979493	0.0979493	0.0979493	0.0979493	0.0979493	0.0979493	0.0979493	0.0979493	0.0979493	0.0979493	0.0979493	0.0979493	0.0979493	0.0979493	0.09794929	5.150014
262	-1423.549	-1395.84	-27.70914	2.261542	0.00326432	0.00326432	0.00326432	0.00326432	0.00326432	0.00326432	3.39587	3.39587	3.39587	3.39587	3.39587	3.39587	0.00192068	1.99808	0.0310042	32.2537	1.69957	1.69957	1.69957	1.69957	1.69957	1.69957	1.699567	2.26154	2.26154	0.0979493	0.0979493	0.0979493	0.0979493	0.0979493	0.0979493	0.0979493	0.0979493	0.0979493	0.0979493	0.0979493	0.0979493	0.0979493	0.0979493	0.0979493	0.0979493	0.0979493	0.0979493	0.0979493	0.0979493	0.0979493	0.0979493	0.0979493	0.0979493	0.0979493	0.0979493	0.0979493	0.0979493	0.0979493	0.0979493	0.09794929	5.150014
263	-1423.624	-1395.688	-27.93545	2.286613	0.00326432	0.00326432	0.00326432	0.00326432	0.00326432	0.00326432	3.39587	3.39587	3.39587	3.39587	3.39587	3.39587	0.00192068	1.99808	0.0310042	32.2537	1.69957	1.69957	1.69957	1.69957	1.69957	1.69957	1.699567	2.28661	2.28661	0.0979493	0.0979493	0.0979493	0.0979493	0.0979493	0.0979493	0.0979493	0.0979493	0.0979493	0.0979493	0.0979493	0.0979493	0.0979493	0.0979493	0.0979493	0.0979493	0.0979493	0.0979493	0.0979493	0.0979493	0.0979493	0.0979493	0.0979493	0.0979493	0.0979493	0.0979493	0.0979493	0.0979493	0.0979493	0.0979493	0.09794929	5.150014
264	-1424.671	-1398.756	-25.91477	2.062757	0.00326432	0.00326432	0.00326432	0.00326432	0.00326432	0.00326432	3.39587	3.39587	3.39587	3.39587	3.39587	3.39587	0.00192068	1.99808	0.0310042	32.2537	1.69957	1.69957	1.69957	1.69957	1.69957	1.69957	1.699567	2.06276	2.06276	0.0979493	0.0979493	0.0979493	0.0979493	0.0979493	0.0979493	0.0979493	0.0979493	0.0979493	0.0979493	0.0979493	0.0979493	0.0979493	0.0979493	0.0979493	0.0979493	0.0979493	0.0979493	0.0979493	0.0979493	0.0979493	0.0979493	0.0979493	0.0979493	0.0979493	0.0979493	0.0979493	0.0979493	0.0979493	0.0979493	0.09794929	5.150014
265	-1423.362	-1398.104	-25.25869	2.175813	0.0124124	0.0124124	0.0124124	0.0124124	0.0124124	0.0124124	3.38672	3.38672	3.38672	3.38672	3.38672	3.38672	0.00730326	1.9927	0.0605393	16.5182	1.69957	1.69957	1.69957	1.69957	1.69957	1.69957	1.699567	2.17581	2.17581	0.0984976	0.0984976	0.0984976	0.0984976	0.0984976	0.0984976	0.0984976	0.0984976	0.0984976	0.0984976	0.0984976	0.0984976	0.0984976	0.0984976	0.0984976	0.0984976	0.0984976	0.0984976	0.0984976	0.0984976	0.0984976	0.0984976	0.0984976	0.0984976	0.0984976	0.0984976	0.0984976	0.0984976	0.0984976	0.0984976	0.09849755	4.157901
266	-1429.131	-1401.384	-27.74669	2.175813	0.00195151	0.00195151	0.00195151	0.00195151	0.00195151	0.00195151	3.5635	3.5635	3.5635	3.5635	3.5635	3.5635	0.00109468	1.99891	0.0234017	42.732	1.78272	1.78272	1.78272	1.78272	1.78272	1.78272	1.782725	2.17581	2.17581	0.104233	0.104233	0.104233	0.104233	0.104233	0.104233	0.104233	0.104233	0.104233	0.104233	0.104233	0.104233	0.104233	0.104233	0.104233	0.104233	0.104233	0.104233	0.104233	0.104233	0.104233	0.104233	0.104233	0.104233	0.104233	0.104233	0.104233	0.104233	0.104233	0.104233	0.1042334	5.567094
267	-1429.857	-1402.088	-27.7686	2.192251	0.00195151	0.00195151	0.00195151	0.00195151	0.00195151	0.00195151	3.5635	3.5635	3.5635	3.5635	3.5635	3.5635	0.00109468	1.99891	0.0234017	42.732	1.78272	1.78272	1.78272	1.78272	1.78272	1.78272	1.782725	2.19225	2.19225	0.0902215	0.0902215	0.0902215	0.0902215	0.0902215	0.0902215	0.0902215	0.0902215	0.0902215	0.0902215	0.0902215	0.0902215	0.0902215	0.0902215	0.0902215	0.0902215	0.0902215	0.0902215	0.0902215	0.0902215	0.0902215	0.0902215	0.0902215	0.0902215	0.0902215	0.0902215	0.0902215	0.0902215	0.0902215	0.0902215	0.0902215	5.567094
268	-1429.958	-1399.422	-30.53675	2.453924	0.00141276	0.00141276	0.00141276	0.00141276	0.00141276	0.00141276	3.56404	3.56404	3.56404	3.56404	3.56404	3.56404	0.000792471	1.99921	0.0199096	50.227	1.78272	1.78272	1.78272	1.78272	1.78272	1.78272	1.782725	2.45392	2.45392	0.0902215	0.0902215	0.0902215	0.0902215	0.0902215	0.0902215	0.0902215	0.0902215	0.0902215	0.0902215	0.0902215	0.0902215	0.0902215	0.0902215	0.0902215	0.0902215	0.0902215	0.0902215	0.0902215	0.0902215	0.0902215	0.0902215	0.0902215	0.0902215	0.0902215	0.0902215	0.0902215	0.0902215	0.0902215	0.0902215	0.0902215	5.80669
269	-1427.148	-1400.373	-26.77428	2.343155	0.0128978	0.0128978	0.0128978	0.0128978	0.0128978	0.0128978	3.55255	3.55255	3.55255	3.55255	3.55255	3.55255	0.00723487	1.99277	0.0602542	16.5964	1.78272	1.78272	1.78272	1.78272	1.78272	1.78272	1.782725	2.34316	2.34316	0.0924496	0.0924496	0.0924496	0.0924496	0.0924496	0.0924496	0.0924496	0.0924496	0.0924496	0.0924496	0.0924496	0.0924496	0.0924496	0.0924496	0.0924496	0.0924496	0.0924496	0.0924496	0.0924496	0.0924496	0.0924496	0.0924496	0.0924496	0.0924496	0.0924496	0.0924496	0.0924496	0.0924496	0.0924496	0.0924496	0.09244965	4.164901
270	-1427.467	-1399.752	-27.71477	2.282177	0.00428305	0.00428305	0.00428305	0.00428305	0.00428305	0.00428305	3.56117	3.56117	3.56117	3.56117	3.56117	3.56117	0.00240253	1.9976	0.0346801	28.835	1.78272	1.78272	1.78272	1.78272	1.78272	1.78272	1.782725	2.28218	2.28218	0.103836	0.103836	0.103836	0.103836	0.103836	0.103836	0.103836	0.103836	0.103836	0.103836	0.103836	0.103836	0.103836	0.103836	0.103836	0.103836	0.103836	0.103836	0.103836	0.103836	0.103836	0.103836	0.103836	0.103836	0.103836	0.103836	0.103836	0.103836	0.103836	0.103836	0.1038364	4.9839
271	-1427	-1399.299	-27.70177	2.282177	0.00428305	0.00428305	0.00428305	0.00428305	0.00428305	0.00428305	3.56117	3.56117	3.56117	3.56117	3.56117	3.56117	0.00240253	1.9976	0.0346801	28.835	1.78272	1.78272	1.78272	1.78272	1.78272	1.78272	1.782725	2.28218	2.28218	0.102397	0.102397	0.102397	0.102397	0.102397	0.102397	0.102397	0.102397	0.102397	0.102397	0.102397	0.102397	0.102397	0.102397	0.102397	0.102397	0.102397	0.102397	0.102397	0.102397	0.102397	0.102397	0.102397	0.102397	0.102397	0.102397	0.102397	0.102397	0.102397	0.102397	0.1023968	4.9839
272	-1428.289	-1403.145	-25.1437	2.282177	0.0325461	0.0325461	0.0325461	0.0325461	0.0325461	0.0325461	3.5329	3.5329	3.5329	3.5329	3.5329	3.5329	0.0182564	1.98174	0.0959806	10.4188	1.78272	1.78272	1.78272	1.78272	1.78272	1.78272	1.782725	2.28218	2.28218	0.102397	0.102397	0.102397	0.102397	0.102397	0.102397	0.102397	0.102397	0.102397	0.102397	0.102397	0.102397	0.102397	0.102397	0.102397	0.102397	0.102397	0.102397	0.102397	0.102397	0.102397	0.102397	0.102397	0.102397	0.102397	0.102397	0.102397	0.102397	0.102397	0.102397	0.1023968	3.47464
273	-1424.815	-1399.614	-25.20085	2.134202	0.00992681	0.00992681	0.00992681	0.00992681	0.00992681	0.00992681	3.36121	3.36121	3.36121	3.36121	3.36121	3.36121	0.00588929	1.99411	0.0543447	18.4011	1.68557	1.68557	1.68557	1.68557	1.68557	1.68557	1.68557	2.1342	2.1342	0.104566	0.104566	0.104566	0.104566	0.104566	0.104566	0.104566	0.104566	0.104566	0.104566	0.104566	0.104566	0.104566	0.104566	0.104566	0.104566	0.104566	0.104566	0.104566	0.104566	0.104566	0.104566	0.104566	0.104566	0.104566	0.104566	0.104566	0.104566	0.104566	0.104566	0.1045665	4.317944
274	-1427.073	-1398.705	-28.36782	2.485172	0.00992681	0.00992681	0.00992681	0.00992681	0.00992681	0.00992681	3.36121	3.36121	3.36121	3.36121	3.36121	3.36121	0.00588929	1.99411	0.0543447	18.4011	1.68557	1.68557	1.68557	1.68557	1.68557	1.68557	1.68557	2.48517	2.48517	0.10444	0.10444	0.10444	0.10444	0.10444	0.10444	0.10444	0.10444	0.10444	0.10444	0.10444	0.10444	0.10444	0.10444	0.10444	0.10444	0.10444	0.10444	0.10444	0.10444	0.10444	0.10444	0.10444	0.10444	0.10444	0.10444	0.10444	0.10444	0.10444	0.10444	0.1044399	4.317944
275	-1423.983	-1397.642	-26.3416	2.262681	0.00992681	0.00992681	0.00992681	0.00992681	0.00992681	0.00992681	3.36121	3.36121	3.36121	3.36121	3.36121	3.36121	0.00588929	1.99411	0.0543447	18.4011	1.68557	1.68557	1.68557	1.68557	1.68557	1.68557	1.68557	2.26268	2.26268	0.102462	0.102462	0.102462	0.102462	0.102462	0.102462	0.102462	0.102462	0.102462	0.102462	0.102462	0.102462	0.102462	0.102462	0.102462	0.102462	0.102462	0.102462	0.102462	0.102462	0.102462	0.102462	0.102462	0.102462	0.102462	0.102462	0.102462	0.102462	0.102462	0.102462	0.1024623	4.317944
276	-1423.693	-1396.25	-27.4422	2.268499	0.00411223	0.00411223	0.00411223	0.00411223	0.00411223	0.00411223	3.36703	3.36703	3.36703	3.36703	3.36703	3.36703	0.00243967	1.99756	0.0349474	28.6144	1.68557	1.68557	1.68557	1.68557	1.68557	1.68557	1.68557	2.2685	2.2685	0.0956641	0.0956641	0.0956641	0.0956641	0.0956641	0.0956641	0.0956641	0.0956641	0.0956641	0.0956641	0.0956641	0.0956641	0.0956641	0.0956641	0.0956641	0.0956641	0.0956641	0.0956641	0.0956641	0.0956641	0.0956641	0.0956641	0.0956641	0.0956641	0.0956641	0.0956641	0.0956641	0.0956641	0.0956641	0.0956641	0.09566414	4.972515
277	-1424.077	-1398.96	-25.11647	2.221175	0.0185546	0.0185546	0.0185546	0.0185546	0.0185546	0.0185546	3.35259	3.35259	3.35259	3.35259	3.35259	3.35259	0.0110079	1.98899	0.0743937	13.442	1.68557	1.68557	1.68557	1.68557	1.68557	1.68557	1.68557	2.22117	2.22117	0.0956641	0.0956641	0.0956641	0.0956641	0.0956641	0.0956641	0.0956641	0.0956641	0.0956641	0.0956641	0.0956641	0.0956641	0.0956641	0.0956641	0.0956641	0.0956641	0.0956641	0.0956641	0.0956641	0.0956641	0.0956641	0.0956641	0.0956641	0.0956641	0.0956641	0.0956641	0.0956641	0.0956641	0.0956641	0.0956641	0.09566414	3.852371
278	-1423.534	-1396.716	-26.81865	2.212441	0.00451492	0.00451492	0.00451492	0.00451492	0.00451492	0.00451492	3.36662	3.36662	3.36662	3.36662	3.36662	3.36662	0.00267857	1.99732	0.0366208	27.3069	1.68557	1.68557	1.68557	1.68557	1.68557	1.68557	1.68557	2.21244	2.21244	0.0956641	0.0956641	0.0956641	0.0956641	0.0956641	0.0956641	0.0956641	0.0956641	0.0956641	0.0956641	0.0956641	0.0956641	0.0956641	0.0956641	0.0956641	0.0956641	0.0956641	0.0956641	0.0956641	0.0956641	0.0956641	0.0956641	0.0956641	0.0956641	0.0956641	0.0956641	0.0956641	0.0956641	0.0956641	0.0956641	0.09566414	4.903172
279	-1424.614	-1398.315	-26.29921	2.340907	0.0171158	0.0171158	0.0171158	0.0171158	0.0171158	0.0171158	3.35402	3.35402	3.35402	3.35402	3.35402	3.35402	0.0101543	1.98985	0.0714358	13.9986	1.68557	1.68557	1.68557	1.68557	1.68557	1.68557	1.68557	2.34091	2.34091	0.0956641	0.0956641	0.0956641	0.0956641	0.0956641	0.0956641	0.0956641	0.0956641	0.0956641	0.0956641	0.0956641	0.0956641	0.0956641	0.0956641	0.0956641	0.0956641	0.0956641	0.0956641	0.0956641	0.0956641	0.0956641	0.0956641	0.0956641	0.0956641	0.0956641	0.0956641	0.0956641	0.0956641	0.0956641	0.0956641	0.09566414	3.912523
280	-1423.497	-1397.852	-25.64574	2.127249	0.00631139	0.00631139	0.00631139	0.00631139	0.00631139	0.00631139	3.36483	3.36483	3.36483	3.36483	3.36483	3.36483	0.00374437	1.99626	0.0433093	23.0897	1.68557	1.68557	1.68557	1.68557	1.68557	1.68557	1.68557	2.12725	2.12725	0.0976175	0.0976175	0.0976175	0.0976175	0.0976175	0.0976175	0.0976175	0.0976175	0.0976175	0.0976175	0.0976175	0.0976175	0.0976175	0.0976175	0.0976175	0.0976175	0.0976175	0.0976175	0.0976175	0.0976175	0.0976175	0.0976175	0.0976175	0.0976175	0.0976175	0.0976175	0.0976175	0.0976175	0.0976175	0.0976175	0.09761745	4.654463
281	-1423.528	-1398.594	-24.93362	2.127249	0.0111084	0.0111084	0.0111084	0.0111084	0.0111084	0.0111084	3.36003	3.36003	3.36003	3.36003	3.36003	3.36003	0.00659029	1.99341	0.0574982	17.3919	1.68557	1.68557	1.68557	1.68557	1.68557	1.68557	1.68557	2.12725	2.12725	0.0976175	0.0976175	0.0976175	0.0976175	0.0976175	0.0976175	0.0976175	0.0976175	0.0976175	0.0976175	0.0976175	0.0976175	0.0976175	0.0976175	0.0976175	0.0976175	0.0976175	0.0976175	0.0976175	0.0976175	0.0976175	0.0976175	0.0976175	0.0976175	0.0976175	0.0976175	0.0976175	0.0976175	0.0976175	0.0976175	0.09761745	4.234315
282	-1423.543	-1398.226	-25.31692	2.188804	0.0125683	0.0125683	0.0125683	0.0125683	0.0125683	0.0125683	3.35857	3.35857	3.35857	3.35857	3.35857	3.35857	0.00745642	1.99254	0.0611732	16.347	1.68557	1.68557	1.68557	1.68557	1.68557	1.68557	1.68557	2.1888	2.1888	0.0957731	0.0957731	0.0957731	0.0957731	0.0957731	0.0957731	0.0957731	0.0957731	0.0957731	0.0957731	0.0957731	0.0957731	0.0957731	0.0957731	0.0957731	0.0957731	0.0957731	0.0957731	0.0957731	0.0957731	0.0957731	0.0957731	0.0957731	0.0957731	0.0957731	0.0957731	0.0957731	0.0957731	0.0957731	0.0957731	0.09577311	4.142458
283	-1425.145	-1399.981	-25.1646	2.012429	0.00407736	0.00407736	0.00407736	0.00407736	0.00407736	0.00407736	3.37538	3.37538	3.37538	3.37538	3.37538	3.37538	0.00241303	1.99759	0.0347559	28.7721	1.68973	1.68973	1.68973	1.68973	1.68973	1.68973	1.689729	2.01243	2.01243	0.0976138	0.0976138	0.0976138	0.0976138	0.0976138	0.0976138	0.0976138	0.0976138	0.0976138	0.0976138	0.0976138	0.0976138	0.0976138	0.0976138	0.0976138	0.0976138	0.0976138	0.0976138	0.0976138	0.0976138	0.0976138	0.0976138	0.0976138	0.0976138	0.0976138	0.0976138	0.0976138	0.0976138	0.0976138	0.0976138	0.09761379	4.980664
284	-1425.371	-1400.182	-25.18877	2.012429	0.00409345	0.00409345	0.00409345	0.00409345	0.00409345	0.00409345	3.3887	3.3887	3.3887	3.3887	3.3887	3.3887	0.00241303	1.99759	0.0347559	28.7721	1.6964	1.6964	1.6964	1.6964	1.6964	1.6964	1.696397	2.01243	2.01243	0.0998547	0.0998547	0.0998547	0.0998547	0.0998547	0.0998547	0.0998547	0.0998547	0.0998547	0.0998547	0.0998547	0.0998547	0.0998547	0.0998547	0.0998547	0.0998547	0.0998547	0.0998547	0.0998547	0.0998547	0.0998547	0.0998547	0.0998547	0.0998547	0.0998547	0.0998547	0.0998547	0.0998547	0.0998547	0.0998547	0.09985466	4.980664
285	-1423.898	-1395.768	-28.13049	2.338319	0.00409345	0.00409345	0.00409345	0.00409345	0.00409345	0.00409345	3.3887	3.3887	3.3887	3.3887	3.3887	3.3887	0.00241303	1.99759	0.0347559	28.7721	1.6964	1.6964	1.6964	1.6964	1.6964	1.6964	1.696397	2.33832	2.33832	0.0998547	0.0998547	0.0998547	0.0998547	0.0998547	0.0998547	0.0998547	0.0998547	0.0998547	0.0998547	0.0998547	0.0998547	0.0998547	0.0998547	0.0998547	0.0998547	0.0998547	0.0998547	0.0998547	0.0998547	0.0998547	0.0998547	0.0998547	0.0998547	0.0998547	0.0998547	0.0998547	0.0998547	0.0998547	0.0998547	0.09985466	4.980664
286	-1427.706	-1397.133	-30.57295	2.338319	0.00060037	0.00060037	0.00060037	0.00060037	0.00060037	0.00060037	3.52285	3.52285	3.52285	3.52285	3.52285	3.52285	0.000340785	1.99966	0.0130546	76.6016	1.76173	1.76173	1.76173	1.76173	1.76173	1.76173	1.761727	2.33832	2.33832	0.0936537	0.0936537	0.0936537	0.0936537	0.0936537	0.0936537	0.0936537	0.0936537	0.0936537	0.0936537	0.0936537	0.0936537	0.0936537	0.0936537	0.0936537	0.0936537	0.0936537	0.0936537	0.0936537	0.0936537	0.0936537	0.0936537	0.0936537	0.0936537	0.0936537	0.0936537	0.0936537	0.0936537	0.0936537	0.0936537	0.09365373	6.432444
287	-1427.798	-1396.948	-30.84986	2.368997	0.00060037	0.00060037	0.00060037	0.00060037	0.00060037	0.00060037	3.52285	3.52285	3.52285	3.52285	3.52285	3.52285	0.000340785	1.99966	0.0130546	76.6016	1.76173	1.76173	1.76173	1.76173	1.76173	1.76173	1.761727	2.369	2.369	0.0936537	0.0936537	0.0936537	0.0936537	0.0936537	0.0936537	0.0936537	0.0936537	0.0936537	0.0936537	0.0936537	0.0936537	0.0936537	0.0936537	0.0936537	0.0936537	0.0936537	0.0936537	0.0936537	0.0936537	0.0936537	0.0936537	0.0936537	0.0936537	0.0936537	0.0936537	0.0936537	0.0936537	0.0936537	0.0936537	0.09365373	6.432444
288	-1427.362	-1396.882	-30.47945	2.398946	0.00099965	0.00099965	0.00099965	0.00099965	0.00099965	0.00099965	3.52245	3.52245	3.52245	3.52245	3.52245	3.52245	0.000567426	1.99943	0.0168462	59.3606	1.76173	1.76173	1.76173	1.76173	1.76173	1.76173	1.761727	2.39895	2.39895	0.0936537	0.0936537	0.0936537	0.0936537	0.0936537	0.0936537	0.0936537	0.0936537	0.0936537	0.0936537	0.0936537	0.0936537	0.0936537	0.0936537	0.0936537	0.0936537	0.0936537	0.0936537	0.0936537	0.0936537	0.0936537	0.0936537	0.0936537	0.0936537	0.0936537	0.0936537	0.0936537	0.0936537	0.0936537	0.0936537	0.09365373	6.054401
289	-1425.69	-1396.569	-29.12106	2.216182	0.000772664	0.000772664	0.000772664	0.000772664	0.000772664	0.000772664	3.4509	3.4509	3.4509	3.4509	3.4509	3.4509	0.000447704	1.99955	0.0149634	66.8299	1.72583	1.72583	1.72583	1.72583	1.72583	1.72583	1.725835	2.21618	2.21618	0.0952187	0.0952187	0.0952187	0.0952187	0.0952187	0.0952187	0.0952187	0.0952187	0.0952187	0.0952187	0.0952187	0.0952187	0.0952187	0.0952187	0.0952187	0.0952187	0.0952187	0.0952187	0.0952187	0.0952187	0.0952187	0.0952187	0.0952187	0.0952187	0.0952187	0.0952187	0.0952187	0.0952187	0.0952187	0.0952187	0.09521869	6.230117
290	-1424.132	-1398.516	-25.61616	2.202171	0.0112448	0.0112448	0.0112448	0.0112448	0.0112448	0.0112448	3.44042	3.44042	3.44042	3.44042	3.44042	3.44042	0.00651557	1.99348	0.0571702	17.4916	1.72583	1.72583	1.72583	1.72583	1.72583	1.72583	1.725835	2.20217	2.20217	0.0941011	0.0941011	0.0941011	0.0941011	0.0941011	0.0941011	0.0941011	0.0941011	0.0941011	0.0941011	0.0941011	0.0941011	0.0941011	0.0941011	0.0941011	0.0941011	0.0941011	0.0941011	0.0941011	0.0941011	0.0941011	0.0941011	0.0941011	0.0941011	0.0941011	0.0941011	0.0941011	0.0941011	0.0941011	0.0941011	0.09410114	4.242795
291	-1423.675	-1397.555	-26.11998	2.233797	0.00989387	0.00989387	0.00989387	0.00989387	0.00989387	0.00989387	3.44178	3.44178	3.44178	3.44178	3.44178	3.44178	0.0057328	1.99427	0.0536157	18.6513	1.72583	1.72583	1.72583	1.72583	1.72583	1.72583	1.725835	2.2338	2.2338	0.100419	0.100419	0.100419	0.100419	0.100419	0.100419	0.100419	0.100419	0.100419	0.100419	0.100419	0.100419	0.100419	0.100419	0.100419	0.100419	0.100419	0.100419	0.100419	0.100419	0.100419	0.100419	0.100419	0.100419	0.100419	0.100419	0.100419	0.100419	0.100419	0.100419	0.1004194	4.337966
292	-1425.523	-1398.93	-26.59292	2.34219	0.0152488	0.0152488	0.0152488	0.0152488	0.0152488	0.0152488	3.43642	3.43642	3.43642	3.43642	3.43642	3.43642	0.00883562	1.99116	0.0666139	15.0119	1.72583	1.72583	1.72583	1.72583	1.72583	1.72583	1.725835	2.34219	2.34219	0.104849	0.104849	0.104849	0.104849	0.104849	0.104849	0.104849	0.104849	0.104849	0.104849	0.104849	0.104849	0.104849	0.104849	0.104849	0.104849	0.104849	0.104849	0.104849	0.104849	0.104849	0.104849	0.104849	0.104849	0.104849	0.104849	0.104849	0.104849	0.104849	0.104849	0.1048491	4.016135
293	-1425.485	-1399.662	-25.82343	2.143587	0.00677048	0.00677048	0.00677048	0.00677048	0.00677048	0.00677048	3.4449	3.4449	3.4449	3.4449	3.4449	3.4449	0.00392302	1.99608	0.0443324	22.5569	1.72583	1.72583	1.72583	1.72583	1.72583	1.72583	1.725835	2.14359	2.14359	0.104849	0.104849	0.104849	0.104849	0.104849	0.104849	0.104849	0.104849	0.104849	0.104849	0.104849	0.104849	0.104849	0.104849	0.104849	0.104849	0.104849	0.104849	0.104849	0.104849	0.104849	0.104849	0.104849	0.104849	0.104849	0.104849	0.104849	0.104849	0.104849	0.104849	0.1048491	4.619847
294	-1424.854	-1399.673	-25.18065	2.143587	0.0103542	0.0103542	0.0103542	0.0103542	0.0103542	0.0103542	3.44132	3.44132	3.44132	3.44132	3.44132	3.44132	0.00599953	1.994	0.0548525	18.2307	1.72583	1.72583	1.72583	1.72583	1.72583	1.72583	1.725835	2.14359	2.14359	0.092917	0.092917	0.092917	0.092917	0.092917	0.092917	0.092917	0.092917	0.092917	0.092917	0.092917	0.092917	0.092917	0.092917	0.092917	0.092917	0.092917	0.092917	0.092917	0.092917	0.092917	0.092917	0.092917	0.092917	0.092917	0.092917	0.092917	0.092917	0.092917	0.092917	0.09291699	4.304155
295	-1423.499	-1397.033	-26.46607	2.281003	0.0103542	0.0103542	0.0103542	0.0103542	0.0103542	0.0103542	3.44132	3.44132	3.44132	3.44132	3.44132	3.44132	0.00599953	1.994	0.0548525	18.2307	1.72583	1.72583	1.72583	1.72583	1.72583	1.72583	1.725835	2.281	2.281	0.0979028	0.0979028	0.0979028	0.0979028	0.0979028	0.0979028	0.0979028	0.0979028	0.0979028	0.0979028	0.0979028	0.0979028	0.0979028	0.0979028	0.0979028	0.0979028	0.0979028	0.0979028	0.0979028	0.0979028	0.0979028	0.0979028	0.0979028	0.0979028	0.0979028	0.0979028	0.0979028	0.0979028	0.0979028	0.0979028	0.09790282	4.304155
296	-1423.502	-1397.032	-26.46978	2.281003	0.0103542	0.0103542	0.0103542	0.0103542	0.0103542	0.0103542	3.44132	3.44132	3.44132	3.44132	3.44132	3.44132	0.00599953	1.994	0.0548525	18.2307	1.72583	1.72583	1.72583	1.72583	1.72583	1.72583	1.725835	2.281	2.281	0.0983143	0.0983143	0.0983143	0.0983143	0.0983143	0.0983143	0.0983143	0.0983143	0.0983143	0.0983143	0.0983143	0.0983143	0.0983143	0.0983143	0.0983143	0.0983143	0.0983143	0.0983143	0.0983143	0.0983143	0.0983143	0.0983143	0.0983143	0.0983143	0.0983143	0.0983143	0.0983143	0.0983143	0.0983143	0.0983143	0.0983143	4.304155
