Iteration	Posterior	Likelihood	Prior	h	lambda[1]	lambda[2]	lambda[3]	lambda[4]	lambda[5]	lambda[6]	lambda[7]	lambda[8]	lambda[9]	lambda[10]	lambda[11]	lambda[12]	lambda_hid[1]	lambda_hid[2]	lambda_hid_unorm[1]	lambda_hid_unorm[2]	lambda_obs[1]	lambda_obs[2]	lambda_obs[3]	lambda_obs[4]	lambda_obs[5]	lambda_obs[6]	lambda_obscomm	q_hid[1]	q_hid[2]	q_obs[1]	q_obs[2]	q_obs[3]	q_obs[4]	q_obs[5]	q_obs[6]	q_obs[7]	q_obs[8]	q_obs[9]	q_obs[10]	q_obs[11]	q_obs[12]	q_obs[13]	q_obs[14]	q_obs[15]	q_obs[16]	q_obs[17]	q_obs[18]	q_obs[19]	q_obs[20]	q_obs[21]	q_obs[22]	q_obs[23]	q_obs[24]	q_obs[25]	q_obs[26]	q_obs[27]	q_obs[28]	q_obs[29]	q_obs[30]	q_obscomm	sig0
297	-1425.702	-1397.081	-28.62093	2.519312	0.0103542	0.0103542	0.0103542	0.0103542	0.0103542	0.0103542	3.44132	3.44132	3.44132	3.44132	3.44132	3.44132	0.00599953	1.994	0.0548525	18.2307	1.72583	1.72583	1.72583	1.72583	1.72583	1.72583	1.725835	2.51931	2.51931	0.0983143	0.0983143	0.0983143	0.0983143	0.0983143	0.0983143	0.0983143	0.0983143	0.0983143	0.0983143	0.0983143	0.0983143	0.0983143	0.0983143	0.0983143	0.0983143	0.0983143	0.0983143	0.0983143	0.0983143	0.0983143	0.0983143	0.0983143	0.0983143	0.0983143	0.0983143	0.0983143	0.0983143	0.0983143	0.0983143	0.0983143	4.304155
298	-1424.404	-1399.557	-24.84705	2.101234	0.0103542	0.0103542	0.0103542	0.0103542	0.0103542	0.0103542	3.44132	3.44132	3.44132	3.44132	3.44132	3.44132	0.00599953	1.994	0.0548525	18.2307	1.72583	1.72583	1.72583	1.72583	1.72583	1.72583	1.725835	2.10123	2.10123	0.0983143	0.0983143	0.0983143	0.0983143	0.0983143	0.0983143	0.0983143	0.0983143	0.0983143	0.0983143	0.0983143	0.0983143	0.0983143	0.0983143	0.0983143	0.0983143	0.0983143	0.0983143	0.0983143	0.0983143	0.0983143	0.0983143	0.0983143	0.0983143	0.0983143	0.0983143	0.0983143	0.0983143	0.0983143	0.0983143	0.0983143	4.304155
299	-1424.555	-1396.343	-28.21256	2.340694	0.0040976	0.0040976	0.0040976	0.0040976	0.0040976	0.0040976	3.44757	3.44757	3.44757	3.44757	3.44757	3.44757	0.00237427	1.99763	0.0344753	29.0063	1.72583	1.72583	1.72583	1.72583	1.72583	1.72583	1.725835	2.34069	2.34069	0.10241	0.10241	0.10241	0.10241	0.10241	0.10241	0.10241	0.10241	0.10241	0.10241	0.10241	0.10241	0.10241	0.10241	0.10241	0.10241	0.10241	0.10241	0.10241	0.10241	0.10241	0.10241	0.10241	0.10241	0.10241	0.10241	0.10241	0.10241	0.10241	0.10241	0.1024101	4.992681
300	-1424.35	-1396.018	-28.33185	2.386837	0.00512541	0.00512541	0.00512541	0.00512541	0.00512541	0.00512541	3.44654	3.44654	3.44654	3.44654	3.44654	3.44654	0.00296982	1.99703	0.0385631	25.9315	1.72583	1.72583	1.72583	1.72583	1.72583	1.72583	1.725835	2.38684	2.38684	0.100675	0.100675	0.100675	0.100675	0.100675	0.100675	0.100675	0.100675	0.100675	0.100675	0.100675	0.100675	0.100675	0.100675	0.100675	0.100675	0.100675	0.100675	0.100675	0.100675	0.100675	0.100675	0.100675	0.100675	0.100675	0.100675	0.100675	0.100675	0.100675	0.100675	0.100675	4.82655
301	-1424.837	-1397.958	-26.87899	2.234473	0.00512541	0.00512541	0.00512541	0.00512541	0.00512541	0.00512541	3.44654	3.44654	3.44654	3.44654	3.44654	3.44654	0.00296982	1.99703	0.0385631	25.9315	1.72583	1.72583	1.72583	1.72583	1.72583	1.72583	1.725835	2.23447	2.23447	0.0920884	0.0920884	0.0920884	0.0920884	0.0920884	0.0920884	0.0920884	0.0920884	0.0920884	0.0920884	0.0920884	0.0920884	0.0920884	0.0920884	0.0920884	0.0920884	0.0920884	0.0920884	0.0920884	0.0920884	0.0920884	0.0920884	0.0920884	0.0920884	0.0920884	0.0920884	0.0920884	0.0920884	0.0920884	0.0920884	0.09208838	4.82655
302	-1429.332	-1405.011	-24.32046	1.937307	0.0046447	0.0046447	0.0046447	0.0046447	0.0046447	0.0046447	3.44702	3.44702	3.44702	3.44702	3.44702	3.44702	0.00269128	1.99731	0.0367077	27.2423	1.72583	1.72583	1.72583	1.72583	1.72583	1.72583	1.725835	1.93731	1.93731	0.0920884	0.0920884	0.0920884	0.0920884	0.0920884	0.0920884	0.0920884	0.0920884	0.0920884	0.0920884	0.0920884	0.0920884	0.0920884	0.0920884	0.0920884	0.0920884	0.0920884	0.0920884	0.0920884	0.0920884	0.0920884	0.0920884	0.0920884	0.0920884	0.0920884	0.0920884	0.0920884	0.0920884	0.0920884	0.0920884	0.09208838	4.899659
303	-1424.085	-1395.893	-28.19126	2.361978	0.0046447	0.0046447	0.0046447	0.0046447	0.0046447	0.0046447	3.44702	3.44702	3.44702	3.44702	3.44702	3.44702	0.00269128	1.99731	0.0367077	27.2423	1.72583	1.72583	1.72583	1.72583	1.72583	1.72583	1.725835	2.36198	2.36198	0.0962318	0.0962318	0.0962318	0.0962318	0.0962318	0.0962318	0.0962318	0.0962318	0.0962318	0.0962318	0.0962318	0.0962318	0.0962318	0.0962318	0.0962318	0.0962318	0.0962318	0.0962318	0.0962318	0.0962318	0.0962318	0.0962318	0.0962318	0.0962318	0.0962318	0.0962318	0.0962318	0.0962318	0.0962318	0.0962318	0.0962318	4.899659
304	-1424.153	-1397.799	-26.35312	2.158345	0.0046447	0.0046447	0.0046447	0.0046447	0.0046447	0.0046447	3.44702	3.44702	3.44702	3.44702	3.44702	3.44702	0.00269128	1.99731	0.0367077	27.2423	1.72583	1.72583	1.72583	1.72583	1.72583	1.72583	1.725835	2.15835	2.15835	0.0962318	0.0962318	0.0962318	0.0962318	0.0962318	0.0962318	0.0962318	0.0962318	0.0962318	0.0962318	0.0962318	0.0962318	0.0962318	0.0962318	0.0962318	0.0962318	0.0962318	0.0962318	0.0962318	0.0962318	0.0962318	0.0962318	0.0962318	0.0962318	0.0962318	0.0962318	0.0962318	0.0962318	0.0962318	0.0962318	0.0962318	4.899659
305	-1424.398	-1395.704	-28.69404	2.317065	0.00225599	0.00225599	0.00225599	0.00225599	0.00225599	0.00225599	3.44941	3.44941	3.44941	3.44941	3.44941	3.44941	0.00130719	1.99869	0.0255738	39.1025	1.72583	1.72583	1.72583	1.72583	1.72583	1.72583	1.725835	2.31707	2.31707	0.0962318	0.0962318	0.0962318	0.0962318	0.0962318	0.0962318	0.0962318	0.0962318	0.0962318	0.0962318	0.0962318	0.0962318	0.0962318	0.0962318	0.0962318	0.0962318	0.0962318	0.0962318	0.0962318	0.0962318	0.0962318	0.0962318	0.0962318	0.0962318	0.0962318	0.0962318	0.0962318	0.0962318	0.0962318	0.0962318	0.0962318	5.435495
306	-1424.7	-1397.933	-26.76711	2.1633	0.00341524	0.00341524	0.00341524	0.00341524	0.00341524	0.00341524	3.44825	3.44825	3.44825	3.44825	3.44825	3.44825	0.00197889	1.99802	0.031471	31.7752	1.72583	1.72583	1.72583	1.72583	1.72583	1.72583	1.725835	2.1633	2.1633	0.0942917	0.0942917	0.0942917	0.0942917	0.0942917	0.0942917	0.0942917	0.0942917	0.0942917	0.0942917	0.0942917	0.0942917	0.0942917	0.0942917	0.0942917	0.0942917	0.0942917	0.0942917	0.0942917	0.0942917	0.0942917	0.0942917	0.0942917	0.0942917	0.0942917	0.0942917	0.0942917	0.0942917	0.0942917	0.0942917	0.09429166	5.127857
307	-1425.22	-1400.381	-24.83892	2.233051	0.0259828	0.0259828	0.0259828	0.0259828	0.0259828	0.0259828	3.42569	3.42569	3.42569	3.42569	3.42569	3.42569	0.0150552	1.98494	0.0870901	11.4824	1.72583	1.72583	1.72583	1.72583	1.72583	1.72583	1.725835	2.23305	2.23305	0.0942917	0.0942917	0.0942917	0.0942917	0.0942917	0.0942917	0.0942917	0.0942917	0.0942917	0.0942917	0.0942917	0.0942917	0.0942917	0.0942917	0.0942917	0.0942917	0.0942917	0.0942917	0.0942917	0.0942917	0.0942917	0.0942917	0.0942917	0.0942917	0.0942917	0.0942917	0.0942917	0.0942917	0.0942917	0.0942917	0.09429166	3.618753
308	-1425.082	-1399.55	-25.53154	2.296755	0.0236774	0.0236774	0.0236774	0.0236774	0.0236774	0.0236774	3.42799	3.42799	3.42799	3.42799	3.42799	3.42799	0.0137194	1.98628	0.0831089	12.0324	1.72583	1.72583	1.72583	1.72583	1.72583	1.72583	1.725835	2.29675	2.29675	0.0942917	0.0942917	0.0942917	0.0942917	0.0942917	0.0942917	0.0942917	0.0942917	0.0942917	0.0942917	0.0942917	0.0942917	0.0942917	0.0942917	0.0942917	0.0942917	0.0942917	0.0942917	0.0942917	0.0942917	0.0942917	0.0942917	0.0942917	0.0942917	0.0942917	0.0942917	0.0942917	0.0942917	0.0942917	0.0942917	0.09429166	3.688127
309	-1424.304	-1398.502	-25.80261	2.274178	0.0162606	0.0162606	0.0162606	0.0162606	0.0162606	0.0162606	3.43541	3.43541	3.43541	3.43541	3.43541	3.43541	0.00942186	1.99058	0.0687985	14.5352	1.72583	1.72583	1.72583	1.72583	1.72583	1.72583	1.725835	2.27418	2.27418	0.0942917	0.0942917	0.0942917	0.0942917	0.0942917	0.0942917	0.0942917	0.0942917	0.0942917	0.0942917	0.0942917	0.0942917	0.0942917	0.0942917	0.0942917	0.0942917	0.0942917	0.0942917	0.0942917	0.0942917	0.0942917	0.0942917	0.0942917	0.0942917	0.0942917	0.0942917	0.0942917	0.0942917	0.0942917	0.0942917	0.09429166	3.968294
310	-1429.357	-1395.626	-33.73109	2.465124	0.000117068	0.000117068	0.000117068	0.000117068	0.000117068	0.000117068	3.45155	3.45155	3.45155	3.45155	3.45155	3.45155	6.78326e-05	1.99993	0.00582387	171.707	1.72583	1.72583	1.72583	1.72583	1.72583	1.72583	1.725835	2.46512	2.46512	0.0942917	0.0942917	0.0942917	0.0942917	0.0942917	0.0942917	0.0942917	0.0942917	0.0942917	0.0942917	0.0942917	0.0942917	0.0942917	0.0942917	0.0942917	0.0942917	0.0942917	0.0942917	0.0942917	0.0942917	0.0942917	0.0942917	0.0942917	0.0942917	0.0942917	0.0942917	0.0942917	0.0942917	0.0942917	0.0942917	0.09429166	7.62916
311	-1425.402	-1397.434	-27.96789	2.150555	0.00124659	0.00124659	0.00124659	0.00124659	0.00124659	0.00124659	3.45042	3.45042	3.45042	3.45042	3.45042	3.45042	0.000722312	1.99928	0.0190075	52.6107	1.72583	1.72583	1.72583	1.72583	1.72583	1.72583	1.725835	2.15056	2.15056	0.0996923	0.0996923	0.0996923	0.0996923	0.0996923	0.0996923	0.0996923	0.0996923	0.0996923	0.0996923	0.0996923	0.0996923	0.0996923	0.0996923	0.0996923	0.0996923	0.0996923	0.0996923	0.0996923	0.0996923	0.0996923	0.0996923	0.0996923	0.0996923	0.0996923	0.0996923	0.0996923	0.0996923	0.0996923	0.0996923	0.09969232	5.875434
312	-1425.093	-1395.322	-29.77084	2.35074	0.00124659	0.00124659	0.00124659	0.00124659	0.00124659	0.00124659	3.45042	3.45042	3.45042	3.45042	3.45042	3.45042	0.000722312	1.99928	0.0190075	52.6107	1.72583	1.72583	1.72583	1.72583	1.72583	1.72583	1.725835	2.35074	2.35074	0.0992412	0.0992412	0.0992412	0.0992412	0.0992412	0.0992412	0.0992412	0.0992412	0.0992412	0.0992412	0.0992412	0.0992412	0.0992412	0.0992412	0.0992412	0.0992412	0.0992412	0.0992412	0.0992412	0.0992412	0.0992412	0.0992412	0.0992412	0.0992412	0.0992412	0.0992412	0.0992412	0.0992412	0.0992412	0.0992412	0.09924125	5.875434
313	-1425.31	-1398.288	-27.02187	2.411424	0.0164632	0.0164632	0.0164632	0.0164632	0.0164632	0.0164632	3.43521	3.43521	3.43521	3.43521	3.43521	3.43521	0.00953926	1.99046	0.0692278	14.4451	1.72583	1.72583	1.72583	1.72583	1.72583	1.72583	1.725835	2.41142	2.41142	0.0938492	0.0938492	0.0938492	0.0938492	0.0938492	0.0938492	0.0938492	0.0938492	0.0938492	0.0938492	0.0938492	0.0938492	0.0938492	0.0938492	0.0938492	0.0938492	0.0938492	0.0938492	0.0938492	0.0938492	0.0938492	0.0938492	0.0938492	0.0938492	0.0938492	0.0938492	0.0938492	0.0938492	0.0938492	0.0938492	0.09384923	3.959071
314	-1424.214	-1396.255	-27.95883	2.255662	0.00260004	0.00260004	0.00260004	0.00260004	0.00260004	0.00260004	3.44907	3.44907	3.44907	3.44907	3.44907	3.44907	0.00150654	1.99849	0.0274561	36.4218	1.72583	1.72583	1.72583	1.72583	1.72583	1.72583	1.725835	2.25566	2.25566	0.0959572	0.0959572	0.0959572	0.0959572	0.0959572	0.0959572	0.0959572	0.0959572	0.0959572	0.0959572	0.0959572	0.0959572	0.0959572	0.0959572	0.0959572	0.0959572	0.0959572	0.0959572	0.0959572	0.0959572	0.0959572	0.0959572	0.0959572	0.0959572	0.0959572	0.0959572	0.0959572	0.0959572	0.0959572	0.0959572	0.09595716	5.330202
315	-1424.214	-1396.255	-27.95883	2.255662	0.00260004	0.00260004	0.00260004	0.00260004	0.00260004	0.00260004	3.44907	3.44907	3.44907	3.44907	3.44907	3.44907	0.00150654	1.99849	0.0274561	36.4218	1.72583	1.72583	1.72583	1.72583	1.72583	1.72583	1.725835	2.25566	2.25566	0.0959572	0.0959572	0.0959572	0.0959572	0.0959572	0.0959572	0.0959572	0.0959572	0.0959572	0.0959572	0.0959572	0.0959572	0.0959572	0.0959572	0.0959572	0.0959572	0.0959572	0.0959572	0.0959572	0.0959572	0.0959572	0.0959572	0.0959572	0.0959572	0.0959572	0.0959572	0.0959572	0.0959572	0.0959572	0.0959572	0.09595716	5.330202
316	-1426.322	-1398.397	-27.92495	2.255662	0.00262624	0.00262624	0.00262624	0.00262624	0.00262624	0.00262624	3.48383	3.48383	3.48383	3.48383	3.48383	3.48383	0.00150654	1.99849	0.0274561	36.4218	1.74323	1.74323	1.74323	1.74323	1.74323	1.74323	1.743227	2.25566	2.25566	0.0910932	0.0910932	0.0910932	0.0910932	0.0910932	0.0910932	0.0910932	0.0910932	0.0910932	0.0910932	0.0910932	0.0910932	0.0910932	0.0910932	0.0910932	0.0910932	0.0910932	0.0910932	0.0910932	0.0910932	0.0910932	0.0910932	0.0910932	0.0910932	0.0910932	0.0910932	0.0910932	0.0910932	0.0910932	0.0910932	0.09109325	5.330202
317	-1425.943	-1399.011	-26.932	2.22931	0.00478697	0.00478697	0.00478697	0.00478697	0.00478697	0.00478697	3.48167	3.48167	3.48167	3.48167	3.48167	3.48167	0.00274604	1.99725	0.0370797	26.9689	1.74323	1.74323	1.74323	1.74323	1.74323	1.74323	1.743227	2.22931	2.22931	0.0910932	0.0910932	0.0910932	0.0910932	0.0910932	0.0910932	0.0910932	0.0910932	0.0910932	0.0910932	0.0910932	0.0910932	0.0910932	0.0910932	0.0910932	0.0910932	0.0910932	0.0910932	0.0910932	0.0910932	0.0910932	0.0910932	0.0910932	0.0910932	0.0910932	0.0910932	0.0910932	0.0910932	0.0910932	0.0910932	0.09109325	4.884707
318	-1427.695	-1397.49	-30.20515	2.330673	0.000733585	0.000733585	0.000733585	0.000733585	0.000733585	0.000733585	3.48572	3.48572	3.48572	3.48572	3.48572	3.48572	0.00042082	1.99958	0.014507	68.932	1.74323	1.74323	1.74323	1.74323	1.74323	1.74323	1.743227	2.33067	2.33067	0.0910932	0.0910932	0.0910932	0.0910932	0.0910932	0.0910932	0.0910932	0.0910932	0.0910932	0.0910932	0.0910932	0.0910932	0.0910932	0.0910932	0.0910932	0.0910932	0.0910932	0.0910932	0.0910932	0.0910932	0.0910932	0.0910932	0.0910932	0.0910932	0.0910932	0.0910932	0.0910932	0.0910932	0.0910932	0.0910932	0.09109325	6.276035
319	-1426.248	-1397.713	-28.53529	2.267177	0.00162608	0.00162608	0.00162608	0.00162608	0.00162608	0.00162608	3.33925	3.33925	3.33925	3.33925	3.33925	3.33925	0.000973446	1.99903	0.0220672	45.3162	1.67044	1.67044	1.67044	1.67044	1.67044	1.67044	1.670438	2.26718	2.26718	0.0910932	0.0910932	0.0910932	0.0910932	0.0910932	0.0910932	0.0910932	0.0910932	0.0910932	0.0910932	0.0910932	0.0910932	0.0910932	0.0910932	0.0910932	0.0910932	0.0910932	0.0910932	0.0910932	0.0910932	0.0910932	0.0910932	0.0910932	0.0910932	0.0910932	0.0910932	0.0910932	0.0910932	0.0910932	0.0910932	0.09109325	5.654147
320	-1425.957	-1397.154	-28.80259	2.267992	0.00145413	0.00145413	0.00145413	0.00145413	0.00145413	0.00145413	3.33942	3.33942	3.33942	3.33942	3.33942	3.33942	0.000870511	1.99913	0.0208673	47.9218	1.67044	1.67044	1.67044	1.67044	1.67044	1.67044	1.670438	2.26799	2.26799	0.104326	0.104326	0.104326	0.104326	0.104326	0.104326	0.104326	0.104326	0.104326	0.104326	0.104326	0.104326	0.104326	0.104326	0.104326	0.104326	0.104326	0.104326	0.104326	0.104326	0.104326	0.104326	0.104326	0.104326	0.104326	0.104326	0.104326	0.104326	0.104326	0.104326	0.1043265	5.737034
321	-1423.887	-1397.725	-26.16234	2.267992	0.011187	0.011187	0.011187	0.011187	0.011187	0.011187	3.32969	3.32969	3.32969	3.32969	3.32969	3.32969	0.00669706	1.9933	0.0579636	17.2522	1.67044	1.67044	1.67044	1.67044	1.67044	1.67044	1.670438	2.26799	2.26799	0.0962383	0.0962383	0.0962383	0.0962383	0.0962383	0.0962383	0.0962383	0.0962383	0.0962383	0.0962383	0.0962383	0.0962383	0.0962383	0.0962383	0.0962383	0.0962383	0.0962383	0.0962383	0.0962383	0.0962383	0.0962383	0.0962383	0.0962383	0.0962383	0.0962383	0.0962383	0.0962383	0.0962383	0.0962383	0.0962383	0.09623828	4.222362
322	-1423.827	-1396.779	-27.04843	2.267992	0.00569169	0.00569169	0.00569169	0.00569169	0.00569169	0.00569169	3.33518	3.33518	3.33518	3.33518	3.33518	3.33518	0.00340731	1.99659	0.0413105	24.2069	1.67044	1.67044	1.67044	1.67044	1.67044	1.67044	1.670438	2.26799	2.26799	0.100113	0.100113	0.100113	0.100113	0.100113	0.100113	0.100113	0.100113	0.100113	0.100113	0.100113	0.100113	0.100113	0.100113	0.100113	0.100113	0.100113	0.100113	0.100113	0.100113	0.100113	0.100113	0.100113	0.100113	0.100113	0.100113	0.100113	0.100113	0.100113	0.100113	0.1001133	4.724516
323	-1423.791	-1397.02	-26.77124	2.267992	0.00709364	0.00709364	0.00709364	0.00709364	0.00709364	0.00709364	3.33378	3.33378	3.33378	3.33378	3.33378	3.33378	0.00424658	1.99575	0.0461282	21.6787	1.67044	1.67044	1.67044	1.67044	1.67044	1.67044	1.670438	2.26799	2.26799	0.100113	0.100113	0.100113	0.100113	0.100113	0.100113	0.100113	0.100113	0.100113	0.100113	0.100113	0.100113	0.100113	0.100113	0.100113	0.100113	0.100113	0.100113	0.100113	0.100113	0.100113	0.100113	0.100113	0.100113	0.100113	0.100113	0.100113	0.100113	0.100113	0.100113	0.1001133	4.560976
324	-1424.706	-1397.265	-27.44115	2.342758	0.00705836	0.00705836	0.00705836	0.00705836	0.00705836	0.00705836	3.3172	3.3172	3.3172	3.3172	3.3172	3.3172	0.00424658	1.99575	0.0461282	21.6787	1.66213	1.66213	1.66213	1.66213	1.66213	1.66213	1.662129	2.34276	2.34276	0.100113	0.100113	0.100113	0.100113	0.100113	0.100113	0.100113	0.100113	0.100113	0.100113	0.100113	0.100113	0.100113	0.100113	0.100113	0.100113	0.100113	0.100113	0.100113	0.100113	0.100113	0.100113	0.100113	0.100113	0.100113	0.100113	0.100113	0.100113	0.100113	0.100113	0.1001133	4.560976
325	-1424.221	-1397.708	-26.51285	2.28291	0.00932051	0.00932051	0.00932051	0.00932051	0.00932051	0.00932051	3.31494	3.31494	3.31494	3.31494	3.31494	3.31494	0.00560757	1.99439	0.0530252	18.859	1.66213	1.66213	1.66213	1.66213	1.66213	1.66213	1.662129	2.28291	2.28291	0.0959138	0.0959138	0.0959138	0.0959138	0.0959138	0.0959138	0.0959138	0.0959138	0.0959138	0.0959138	0.0959138	0.0959138	0.0959138	0.0959138	0.0959138	0.0959138	0.0959138	0.0959138	0.0959138	0.0959138	0.0959138	0.0959138	0.0959138	0.0959138	0.0959138	0.0959138	0.0959138	0.0959138	0.0959138	0.0959138	0.09591382	4.354386
326	-1424.473	-1399.551	-24.92169	2.194094	0.0174282	0.0174282	0.0174282	0.0174282	0.0174282	0.0174282	3.30683	3.30683	3.30683	3.30683	3.30683	3.30683	0.0104855	1.98951	0.0725973	13.7746	1.66213	1.66213	1.66213	1.66213	1.66213	1.66213	1.662129	2.19409	2.19409	0.0959138	0.0959138	0.0959138	0.0959138	0.0959138	0.0959138	0.0959138	0.0959138	0.0959138	0.0959138	0.0959138	0.0959138	0.0959138	0.0959138	0.0959138	0.0959138	0.0959138	0.0959138	0.0959138	0.0959138	0.0959138	0.0959138	0.0959138	0.0959138	0.0959138	0.0959138	0.0959138	0.0959138	0.0959138	0.0959138	0.09591382	3.888611
327	-1424.079	-1397.047	-27.03235	2.210701	0.00367546	0.00367546	0.00367546	0.00367546	0.00367546	0.00367546	3.32058	3.32058	3.32058	3.32058	3.32058	3.32058	0.0022113	1.99779	0.0332697	30.0574	1.66213	1.66213	1.66213	1.66213	1.66213	1.66213	1.662129	2.2107	2.2107	0.0959138	0.0959138	0.0959138	0.0959138	0.0959138	0.0959138	0.0959138	0.0959138	0.0959138	0.0959138	0.0959138	0.0959138	0.0959138	0.0959138	0.0959138	0.0959138	0.0959138	0.0959138	0.0959138	0.0959138	0.0959138	0.0959138	0.0959138	0.0959138	0.0959138	0.0959138	0.0959138	0.0959138	0.0959138	0.0959138	0.09591382	5.045455
328	-1424.788	-1398.837	-25.95161	2.085088	0.00367546	0.00367546	0.00367546	0.00367546	0.00367546	0.00367546	3.32058	3.32058	3.32058	3.32058	3.32058	3.32058	0.0022113	1.99779	0.0332697	30.0574	1.66213	1.66213	1.66213	1.66213	1.66213	1.66213	1.662129	2.08509	2.08509	0.101801	0.101801	0.101801	0.101801	0.101801	0.101801	0.101801	0.101801	0.101801	0.101801	0.101801	0.101801	0.101801	0.101801	0.101801	0.101801	0.101801	0.101801	0.101801	0.101801	0.101801	0.101801	0.101801	0.101801	0.101801	0.101801	0.101801	0.101801	0.101801	0.101801	0.1018008	5.045455
329	-1425.452	-1396.894	-28.55706	2.374415	0.00367546	0.00367546	0.00367546	0.00367546	0.00367546	0.00367546	3.32058	3.32058	3.32058	3.32058	3.32058	3.32058	0.0022113	1.99779	0.0332697	30.0574	1.66213	1.66213	1.66213	1.66213	1.66213	1.66213	1.662129	2.37441	2.37441	0.101111	0.101111	0.101111	0.101111	0.101111	0.101111	0.101111	0.101111	0.101111	0.101111	0.101111	0.101111	0.101111	0.101111	0.101111	0.101111	0.101111	0.101111	0.101111	0.101111	0.101111	0.101111	0.101111	0.101111	0.101111	0.101111	0.101111	0.101111	0.101111	0.101111	0.101111	5.045455
330	-1424.103	-1395.845	-28.25742	2.374415	0.00468157	0.00468157	0.00468157	0.00468157	0.00468157	0.00468157	3.38252	3.38252	3.38252	3.38252	3.38252	3.38252	0.00276427	1.99724	0.0372028	26.8797	1.6936	1.6936	1.6936	1.6936	1.6936	1.6936	1.693603	2.37441	2.37441	0.0969429	0.0969429	0.0969429	0.0969429	0.0969429	0.0969429	0.0969429	0.0969429	0.0969429	0.0969429	0.0969429	0.0969429	0.0969429	0.0969429	0.0969429	0.0969429	0.0969429	0.0969429	0.0969429	0.0969429	0.0969429	0.0969429	0.0969429	0.0969429	0.0969429	0.0969429	0.0969429	0.0969429	0.0969429	0.0969429	0.09694288	4.879795
331	-1423.415	-1396.728	-26.6869	2.197585	0.00468157	0.00468157	0.00468157	0.00468157	0.00468157	0.00468157	3.38252	3.38252	3.38252	3.38252	3.38252	3.38252	0.00276427	1.99724	0.0372028	26.8797	1.6936	1.6936	1.6936	1.6936	1.6936	1.6936	1.693603	2.19758	2.19758	0.0997882	0.0997882	0.0997882	0.0997882	0.0997882	0.0997882	0.0997882	0.0997882	0.0997882	0.0997882	0.0997882	0.0997882	0.0997882	0.0997882	0.0997882	0.0997882	0.0997882	0.0997882	0.0997882	0.0997882	0.0997882	0.0997882	0.0997882	0.0997882	0.0997882	0.0997882	0.0997882	0.0997882	0.0997882	0.0997882	0.09978823	4.879795
332	-1425.106	-1398.499	-26.60649	2.197585	0.00468157	0.00468157	0.00468157	0.00468157	0.00468157	0.00468157	3.38252	3.38252	3.38252	3.38252	3.38252	3.38252	0.00276427	1.99724	0.0372028	26.8797	1.6936	1.6936	1.6936	1.6936	1.6936	1.6936	1.693603	2.19758	2.19758	0.09088	0.09088	0.09088	0.09088	0.09088	0.09088	0.09088	0.09088	0.09088	0.09088	0.09088	0.09088	0.09088	0.09088	0.09088	0.09088	0.09088	0.09088	0.09088	0.09088	0.09088	0.09088	0.09088	0.09088	0.09088	0.09088	0.09088	0.09088	0.09088	0.09088	0.09088	4.879795
333	-1425.748	-1400.083	-25.66591	2.093386	0.00468157	0.00468157	0.00468157	0.00468157	0.00468157	0.00468157	3.38252	3.38252	3.38252	3.38252	3.38252	3.38252	0.00276427	1.99724	0.0372028	26.8797	1.6936	1.6936	1.6936	1.6936	1.6936	1.6936	1.693603	2.09339	2.09339	0.09088	0.09088	0.09088	0.09088	0.09088	0.09088	0.09088	0.09088	0.09088	0.09088	0.09088	0.09088	0.09088	0.09088	0.09088	0.09088	0.09088	0.09088	0.09088	0.09088	0.09088	0.09088	0.09088	0.09088	0.09088	0.09088	0.09088	0.09088	0.09088	0.09088	0.09088	4.879795
334	-1424.387	-1398.12	-26.26689	2.185991	0.00620111	0.00620111	0.00620111	0.00620111	0.00620111	0.00620111	3.38101	3.38101	3.38101	3.38101	3.38101	3.38101	0.00366149	1.99634	0.0428264	23.3501	1.6936	1.6936	1.6936	1.6936	1.6936	1.6936	1.693603	2.18599	2.18599	0.104041	0.104041	0.104041	0.104041	0.104041	0.104041	0.104041	0.104041	0.104041	0.104041	0.104041	0.104041	0.104041	0.104041	0.104041	0.104041	0.104041	0.104041	0.104041	0.104041	0.104041	0.104041	0.104041	0.104041	0.104041	0.104041	0.104041	0.104041	0.104041	0.104041	0.1040411	4.671086
335	-1424.448	-1397.451	-26.99787	2.282133	0.00691331	0.00691331	0.00691331	0.00691331	0.00691331	0.00691331	3.38029	3.38029	3.38029	3.38029	3.38029	3.38029	0.00408201	1.99592	0.0452237	22.1123	1.6936	1.6936	1.6936	1.6936	1.6936	1.6936	1.693603	2.28213	2.28213	0.104041	0.104041	0.104041	0.104041	0.104041	0.104041	0.104041	0.104041	0.104041	0.104041	0.104041	0.104041	0.104041	0.104041	0.104041	0.104041	0.104041	0.104041	0.104041	0.104041	0.104041	0.104041	0.104041	0.104041	0.104041	0.104041	0.104041	0.104041	0.104041	0.104041	0.1040411	4.590336
