Iteration	Posterior	Likelihood	Prior	h	lambda[1]	lambda[2]	lambda[3]	lambda[4]	lambda[5]	lambda[6]	lambda[7]	lambda[8]	lambda[9]	lambda[10]	lambda[11]	lambda[12]	lambda_hid[1]	lambda_hid[2]	lambda_hid_unorm[1]	lambda_hid_unorm[2]	lambda_obs[1]	lambda_obs[2]	lambda_obs[3]	lambda_obs[4]	lambda_obs[5]	lambda_obs[6]	lambda_obscomm	q_hid[1]	q_hid[2]	q_obs[1]	q_obs[2]	q_obs[3]	q_obs[4]	q_obs[5]	q_obs[6]	q_obs[7]	q_obs[8]	q_obs[9]	q_obs[10]	q_obs[11]	q_obs[12]	q_obs[13]	q_obs[14]	q_obs[15]	q_obs[16]	q_obs[17]	q_obs[18]	q_obs[19]	q_obs[20]	q_obs[21]	q_obs[22]	q_obs[23]	q_obs[24]	q_obs[25]	q_obs[26]	q_obs[27]	q_obs[28]	q_obs[29]	q_obs[30]	sig0
158	-1170.473	-1167.435	-3.037824	2.146039	0.00285988	0.00285988	0.00285988	0.00285988	0.00285988	0.00285988	3.36158	3.36158	3.36158	3.36158	3.36158	3.36158	0.00170006	1.9983	0.0291677	34.2845	1.68222	1.68222	1.68222	1.68222	1.68222	1.68222	1.682219	2.14604	2.14604	0.00539854	0.433427	0.266505	0.0393987	0.106826	0.00320166	0.190297	0.138782	0.11604	0.0101832	0.0771097	0.128827	0.270433	0.0987917	0.0639757	0.0134944	0.0590563	0.280623	0.0769611	0.023869	0.108074	0.120183	0.33206	0.364068	0.0117649	0.0439969	0.0192214	0.354176	0.732373	0.0438421	5.240544
159	-1163.358	-1163.258	-0.09985956	2.211751	0.00436462	0.00436462	0.00436462	0.00436462	0.00436462	0.00436462	3.36007	3.36007	3.36007	3.36007	3.36007	3.36007	0.00259456	1.99741	0.0360411	27.7461	1.68222	1.68222	1.68222	1.68222	1.68222	1.68222	1.682219	2.21175	2.21175	0.00442492	0.535807	0.255102	0.0367506	0.10124	0.00237132	0.181816	0.125497	0.114521	0.00727663	0.0814178	0.108975	0.270433	0.0964616	0.0639757	0.00805075	0.069652	0.324524	0.0932466	0.0157615	0.101968	0.108883	0.238296	0.279096	0.0141398	0.0280778	0.0305506	0.354176	0.505662	0.0425231	4.926827
160	-1163.642	-1167.623	3.981532	2.231739	0.0103383	0.0103383	0.0103383	0.0103383	0.0103383	0.0103383	3.3541	3.3541	3.3541	3.3541	3.3541	3.3541	0.00614562	1.99385	0.0555183	18.0121	1.68222	1.68222	1.68222	1.68222	1.68222	1.68222	1.682219	2.23174	2.23174	0.00570082	0.443315	0.255102	0.0293277	0.10191	0.00278667	0.165372	0.100277	0.126976	0.00992096	0.0700016	0.103096	0.241782	0.0719009	0.0709255	0.00938103	0.0704192	0.313744	0.0919601	0.0163976	0.0961655	0.118981	0.23986	0.238227	0.0167713	0.0264467	0.0271134	0.292141	0.45524	0.0375787	4.286267
161	-1163.604	-1165.267	1.663138	2.398204	0.0161829	0.0161829	0.0161829	0.0161829	0.0161829	0.0161829	3.34826	3.34826	3.34826	3.34826	3.34826	3.34826	0.00961999	1.99038	0.0695215	14.384	1.68222	1.68222	1.68222	1.68222	1.68222	1.68222	1.682219	2.3982	2.3982	0.00581509	0.456707	0.241113	0.0310181	0.13588	0.00353035	0.172819	0.106584	0.114488	0.0083915	0.0819679	0.0867902	0.264259	0.0882875	0.0709255	0.0111526	0.0560757	0.313744	0.0972442	0.0216829	0.0890285	0.117285	0.239412	0.275969	0.0148757	0.0237851	0.0268639	0.292141	0.501427	0.0525445	3.952794
162	-1164.824	-1163.704	-1.11952	2.398204	0.00934099	0.00934099	0.00934099	0.00934099	0.00934099	0.00934099	3.3551	3.3551	3.3551	3.3551	3.3551	3.3551	0.00555278	1.99445	0.0527648	18.952	1.68222	1.68222	1.68222	1.68222	1.68222	1.68222	1.682219	2.3982	2.3982	0.00536753	0.459544	0.241113	0.041346	0.0855128	0.00358605	0.170988	0.110623	0.122301	0.0121366	0.0795137	0.0731283	0.264259	0.127279	0.0825912	0.0118788	0.05847	0.273028	0.0755219	0.0209058	0.0906844	0.080891	0.29315	0.275969	0.0190307	0.027794	0.0268639	0.507485	0.52186	0.0704772	4.361685
163	-1166.283	-1166.82	0.5366128	2.221186	0.00934099	0.00934099	0.00934099	0.00934099	0.00934099	0.00934099	3.3551	3.3551	3.3551	3.3551	3.3551	3.3551	0.00555278	1.99445	0.0527648	18.952	1.68222	1.68222	1.68222	1.68222	1.68222	1.68222	1.682219	2.22119	2.22119	0.00506852	0.522311	0.205565	0.0448092	0.101469	0.0040392	0.239174	0.110623	0.107883	0.0121366	0.0600155	0.0539062	0.282845	0.0983843	0.0877303	0.0139092	0.0596044	0.271368	0.0783764	0.0168675	0.0608158	0.0784956	0.347259	0.244363	0.0267237	0.0244563	0.0254533	0.463747	0.522596	0.0568528	4.361685
164	-1158.166	-1160.218	2.051887	2.172417	0.00648463	0.00648463	0.00648463	0.00648463	0.00648463	0.00648463	3.37854	3.37854	3.37854	3.37854	3.37854	3.37854	0.00383137	1.99617	0.0438105	22.8256	1.69251	1.69251	1.69251	1.69251	1.69251	1.69251	1.692512	2.17242	2.17242	0.00420635	0.514523	0.141841	0.033874	0.101469	0.00312884	0.193771	0.104737	0.0875996	0.00963934	0.0720034	0.0847006	0.28674	0.0927488	0.08935	0.00878358	0.0805978	0.271368	0.075632	0.015043	0.0706803	0.0705317	0.255228	0.245061	0.0233945	0.0235179	0.0246003	0.52622	0.493469	0.0508458	4.637404
165	-1160.343	-1163.498	3.155323	2.172417	0.0215721	0.0215721	0.0215721	0.0215721	0.0215721	0.0215721	3.36345	3.36345	3.36345	3.36345	3.36345	3.36345	0.0127456	1.98725	0.0800855	12.4866	1.69251	1.69251	1.69251	1.69251	1.69251	1.69251	1.692512	2.17242	2.17242	0.00216891	0.514523	0.122736	0.0448949	0.122826	0.00245045	0.187723	0.108998	0.0937524	0.0128238	0.0702901	0.10545	0.282731	0.0906436	0.0735578	0.0101658	0.0746025	0.271368	0.0788622	0.0171403	0.0673195	0.0834819	0.159676	0.201115	0.028638	0.0248161	0.0288455	0.640421	0.521462	0.0575077	3.743066
166	-1165.574	-1167.01	1.436105	2.13918	0.00574311	0.00574311	0.00574311	0.00574311	0.00574311	0.00574311	3.37928	3.37928	3.37928	3.37928	3.37928	3.37928	0.00339325	1.99661	0.0412251	24.2571	1.69251	1.69251	1.69251	1.69251	1.69251	1.69251	1.692512	2.13918	2.13918	0.00221031	0.636536	0.085992	0.0420316	0.10427	0.00253487	0.210096	0.134923	0.07733	0.0128238	0.0702901	0.113434	0.297443	0.0918289	0.060252	0.00994514	0.0839995	0.307462	0.0803448	0.0271636	0.0542334	0.0648716	0.159676	0.161899	0.0244301	0.0248161	0.0423828	0.576547	0.521462	0.0585975	4.727586
167	-1174.17	-1178.786	4.616214	2.09023	0.0351084	0.0351084	0.0351084	0.0351084	0.0351084	0.0351084	3.34991	3.34991	3.34991	3.34991	3.34991	3.34991	0.0207434	1.97926	0.102374	9.76813	1.69251	1.69251	1.69251	1.69251	1.69251	1.69251	1.692512	2.09023	2.09023	0.00196067	0.777761	0.072632	0.0445785	0.132947	0.0052161	0.160075	0.138656	0.0850425	0.0115648	0.0828822	0.12967	0.268962	0.0819395	0.0815766	0.011382	0.0860255	0.307462	0.0746154	0.0370454	0.0473414	0.0768075	0.160148	0.118208	0.0182337	0.0229451	0.0334978	0.558919	0.37028	0.0913145	3.379035
168	-1171.427	-1174.668	3.241274	2.137857	0.0354873	0.0354873	0.0354873	0.0354873	0.0354873	0.0354873	3.38607	3.38607	3.38607	3.38607	3.38607	3.38607	0.0207434	1.97926	0.102374	9.76813	1.71078	1.71078	1.71078	1.71078	1.71078	1.71078	1.710778	2.13786	2.13786	0.00169772	0.641905	0.0944066	0.0367579	0.150871	0.00374969	0.197908	0.10945	0.0890486	0.0129156	0.0632623	0.12967	0.268962	0.0819395	0.100521	0.00711172	0.0787327	0.27841	0.0666483	0.030311	0.0405505	0.0534912	0.237127	0.123278	0.0220402	0.0227475	0.041344	0.770233	0.361822	0.0762781	3.379035
169	-1164.606	-1166.79	2.184645	2.045192	0.00379322	0.00379322	0.00379322	0.00379322	0.00379322	0.00379322	3.41776	3.41776	3.41776	3.41776	3.41776	3.41776	0.00221725	1.99778	0.0333145	30.017	1.71078	1.71078	1.71078	1.71078	1.71078	1.71078	1.710778	2.04519	2.04519	0.00154447	0.535548	0.0961901	0.0430687	0.111984	0.00432061	0.197908	0.120345	0.0917484	0.0129156	0.0730763	0.122256	0.268126	0.0864284	0.0805185	0.00741031	0.0615291	0.31057	0.0856657	0.0289624	0.0614061	0.0544228	0.201157	0.178982	0.0221497	0.0278701	0.0512094	0.627404	0.44427	0.0814017	5.043461
170	-1164.929	-1164.174	-0.7548526	2.002165	0.00169196	0.00169196	0.00169196	0.00169196	0.00169196	0.00169196	3.43706	3.43706	3.43706	3.43706	3.43706	3.43706	0.000984053	1.99902	0.0221871	45.0712	1.71938	1.71938	1.71938	1.71938	1.71938	1.71938	1.719377	2.00217	2.00217	0.00235363	0.531105	0.102731	0.0347812	0.12048	0.00468289	0.189871	0.0996423	0.126702	0.0134838	0.0682326	0.104984	0.268126	0.0746091	0.0889525	0.00741031	0.0493725	0.307698	0.102998	0.0229963	0.0688795	0.0672917	0.223384	0.287611	0.025142	0.0288089	0.042628	0.741674	0.44455	0.094165	5.64611
171	-1167.99	-1163.838	-4.151142	2.58424	0.00169196	0.00169196	0.00169196	0.00169196	0.00169196	0.00169196	3.43706	3.43706	3.43706	3.43706	3.43706	3.43706	0.000984053	1.99902	0.0221871	45.0712	1.71938	1.71938	1.71938	1.71938	1.71938	1.71938	1.719377	2.58424	2.58424	0.00197696	0.478026	0.0916264	0.03621	0.140678	0.00691349	0.154499	0.124202	0.126702	0.0160374	0.0682326	0.123591	0.269446	0.0813959	0.0923305	0.00882254	0.0636716	0.307698	0.0802074	0.0194121	0.0615093	0.0694291	0.168763	0.244781	0.0276342	0.0379086	0.0407335	0.633913	0.399267	0.163903	5.64611
172	-1168.552	-1163.769	-4.783364	2.533491	0.00169196	0.00169196	0.00169196	0.00169196	0.00169196	0.00169196	3.43706	3.43706	3.43706	3.43706	3.43706	3.43706	0.000984053	1.99902	0.0221871	45.0712	1.71938	1.71938	1.71938	1.71938	1.71938	1.71938	1.719377	2.53349	2.53349	0.00298972	0.556661	0.104666	0.0493667	0.140849	0.00680616	0.221278	0.124202	0.113264	0.0137616	0.0748215	0.121459	0.289925	0.0726388	0.0769702	0.00965957	0.0611684	0.222311	0.0942004	0.027724	0.0421929	0.0604086	0.257568	0.310398	0.0257839	0.0233699	0.0332809	0.606995	0.335825	0.179765	5.64611
173	-1169.738	-1170.757	1.019445	2.018329	0.00404298	0.00404298	0.00404298	0.00404298	0.00404298	0.00404298	3.43471	3.43471	3.43471	3.43471	3.43471	3.43471	0.00235142	1.99765	0.0343088	29.147	1.71938	1.71938	1.71938	1.71938	1.71938	1.71938	1.719377	2.01833	2.01833	0.00313022	0.556661	0.0969639	0.0511047	0.211515	0.00878146	0.204489	0.0977723	0.0866354	0.0152272	0.0711652	0.123883	0.295381	0.0766846	0.0769702	0.00826425	0.0686074	0.23175	0.0942004	0.0315001	0.0406752	0.0484449	0.259144	0.31048	0.0276592	0.0248196	0.0260474	0.58294	0.373839	0.149233	4.999857
174	-1164.822	-1166.226	1.404133	2.139396	0.00386457	0.00386457	0.00386457	0.00386457	0.00386457	0.00386457	3.28314	3.28314	3.28314	3.28314	3.28314	3.28314	0.00235142	1.99765	0.0343088	29.147	1.6435	1.6435	1.6435	1.6435	1.6435	1.6435	1.643501	2.1394	2.1394	0.00369966	0.539481	0.141075	0.0682909	0.18139	0.00829197	0.212551	0.115735	0.0932904	0.00872645	0.0711652	0.107435	0.295381	0.0803251	0.0769702	0.00881011	0.058716	0.233848	0.106123	0.0255883	0.0406752	0.0758624	0.164744	0.259875	0.0234065	0.0321749	0.0272119	0.684572	0.258851	0.0910184	4.999857
175	-1164.187	-1165.752	1.564407	2.139396	0.00386457	0.00386457	0.00386457	0.00386457	0.00386457	0.00386457	3.28314	3.28314	3.28314	3.28314	3.28314	3.28314	0.00235142	1.99765	0.0343088	29.147	1.6435	1.6435	1.6435	1.6435	1.6435	1.6435	1.643501	2.1394	2.1394	0.00342984	0.473013	0.140764	0.0596503	0.141518	0.00829197	0.187796	0.114465	0.113916	0.00391238	0.0700454	0.105983	0.264777	0.0810472	0.0861392	0.00562972	0.0562383	0.24046	0.106123	0.0255883	0.0387574	0.0976602	0.154719	0.391164	0.0205686	0.0253323	0.0290663	0.684572	0.261053	0.0858483	4.999857
176	-1169.654	-1166.821	-2.833344	2.160262	0.001133	0.001133	0.001133	0.001133	0.001133	0.001133	3.28587	3.28587	3.28587	3.28587	3.28587	3.28587	0.000689383	1.99931	0.0185691	53.853	1.6435	1.6435	1.6435	1.6435	1.6435	1.6435	1.643501	2.16026	2.16026	0.00308368	0.531462	0.135348	0.0638695	0.114335	0.00711398	0.219229	0.103798	0.111377	0.00306882	0.0923219	0.0997609	0.30465	0.0810472	0.093636	0.00448166	0.0693551	0.251212	0.107382	0.047263	0.0541772	0.0769874	0.186921	0.373161	0.0255414	0.0283903	0.0291865	0.710413	0.350145	0.0942347	5.910035
177	-1173.659	-1171.749	-1.90952	2.040478	0.001133	0.001133	0.001133	0.001133	0.001133	0.001133	3.28587	3.28587	3.28587	3.28587	3.28587	3.28587	0.000689383	1.99931	0.0185691	53.853	1.6435	1.6435	1.6435	1.6435	1.6435	1.6435	1.643501	2.04048	2.04048	0.00376348	0.484272	0.214407	0.0637912	0.088403	0.00519755	0.206687	0.0965902	0.0872421	0.00379618	0.0749526	0.120019	0.32084	0.0797876	0.0899049	0.00442289	0.0693551	0.280269	0.0949135	0.0581816	0.0514498	0.0576355	0.150734	0.317751	0.0373417	0.032506	0.0313434	0.932468	0.24024	0.0921292	5.910035
178	-1173.932	-1172.108	-1.823992	2.232407	0.001133	0.001133	0.001133	0.001133	0.001133	0.001133	3.28587	3.28587	3.28587	3.28587	3.28587	3.28587	0.000689383	1.99931	0.0185691	53.853	1.6435	1.6435	1.6435	1.6435	1.6435	1.6435	1.643501	2.23241	2.23241	0.00442912	0.611521	0.160349	0.0436377	0.0953699	0.00534369	0.167957	0.0791174	0.10237	0.00389335	0.0862592	0.112237	0.268469	0.0817156	0.0621839	0.00418232	0.0445167	0.276031	0.0637081	0.055993	0.0736796	0.0521904	0.146414	0.25298	0.0288773	0.0499845	0.0360698	0.932468	0.204556	0.0824875	5.910035
179	-1168.244	-1167.224	-1.020456	2.232407	0.001133	0.001133	0.001133	0.001133	0.001133	0.001133	3.28587	3.28587	3.28587	3.28587	3.28587	3.28587	0.000689383	1.99931	0.0185691	53.853	1.6435	1.6435	1.6435	1.6435	1.6435	1.6435	1.643501	2.23241	2.23241	0.0048028	0.529043	0.160349	0.0436377	0.0716168	0.00412727	0.176666	0.110533	0.105664	0.00453105	0.0819424	0.088442	0.268469	0.087935	0.0910778	0.00339802	0.0599097	0.247865	0.0866241	0.055993	0.0814776	0.0465996	0.162461	0.228838	0.0331696	0.0480717	0.051297	0.81192	0.258699	0.0948136	5.910035
180	-1171.32	-1177.062	5.742037	2.148161	0.0142796	0.0142796	0.0142796	0.0142796	0.0142796	0.0142796	3.27272	3.27272	3.27272	3.27272	3.27272	3.27272	0.00868851	1.99131	0.0660546	15.139	1.6435	1.6435	1.6435	1.6435	1.6435	1.6435	1.643501	2.14816	2.14816	0.00504802	0.429555	0.172856	0.0442047	0.0693641	0.00460811	0.176666	0.123285	0.108234	0.00391543	0.0668685	0.0701561	0.23783	0.105858	0.10633	0.002907	0.0514561	0.228509	0.0780511	0.0431751	0.0909122	0.0458513	0.174151	0.263188	0.0331696	0.0380476	0.0554256	0.631669	0.243306	0.083722	4.028636
181	-1170.186	-1172.113	1.927125	2.169986	0.0142796	0.0142796	0.0142796	0.0142796	0.0142796	0.0142796	3.27272	3.27272	3.27272	3.27272	3.27272	3.27272	0.00868851	1.99131	0.0660546	15.139	1.6435	1.6435	1.6435	1.6435	1.6435	1.6435	1.643501	2.16999	2.16999	0.00328037	0.404427	0.139036	0.0624083	0.0849658	0.0037519	0.220627	0.114693	0.108234	0.00480436	0.0743233	0.0701561	0.295145	0.105023	0.0940587	0.00404786	0.0476808	0.22496	0.0635507	0.0446537	0.107529	0.0429266	0.208826	0.254324	0.0294089	0.0380476	0.0850617	0.940347	0.24122	0.0716017	4.028636
182	-1168.543	-1173.426	4.882707	2.005645	0.0199553	0.0199553	0.0199553	0.0199553	0.0199553	0.0199553	3.26705	3.26705	3.26705	3.26705	3.26705	3.26705	0.0121419	1.98786	0.078154	12.7953	1.6435	1.6435	1.6435	1.6435	1.6435	1.6435	1.643501	2.00564	2.00564	0.00328037	0.252387	0.139036	0.0534648	0.0979677	0.00514639	0.194107	0.0836234	0.108234	0.00421132	0.0598903	0.0945398	0.29198	0.105023	0.0833118	0.00418081	0.0695657	0.251891	0.0637928	0.0309453	0.134289	0.0334266	0.185521	0.282149	0.0437302	0.0499374	0.108249	0.940347	0.236511	0.0621196	3.779264
